Fichero actualizado a fecha: 2014-10-19 02:29:29
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Auditorio Comarcal Martín Frías (Coca)";;;;"C/ Ancha";"40480";"Coca";"1179298425057";;"921 586 011";;;;;"41.21591834287107#-4.521753787994385#100";;"Segovia";"1284266644818";1284306901235;20140218;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284306901235/DirectorioPadre";
"Soria";;;;;;;;"Si";;;;;;;;"Auditorios y salas de música";"1284235939851";1284266644992;20130425;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266644992/DirectorioPadre";
"Auditorio de la Feria de Valladolid";"Privada (Institución Ferial de Castilla y León)";;;"Avda. Ramón Pradera, s/n";"47009";"Valladolid";"1179469311668";;"983 429 300/983 429 3001 (Institución Ferial de Castilla y León)";;"983 355 935";"prensa@feriavalladolid.com";;"41.65665#-4.7372713#88";"<p>El auditorio, construido en 1963 con proyecto de Carlos Balmori, sufri&oacute; una reforma realizada por Farre-Escofet y Vi&ntilde;as i Llebot en 1994.<br />
La sala, de gran capacidad, est&aacute; articulada como anfiteatro y dise&ntilde;ada con la amplitud y el confort precisos para sesiones de larga duraci&oacute;n y numerosa presencia. Asambleas, juntas generales, reuniones plenarias de congresos y cualquier encuentro que precise recursos t&eacute;cnicos especiales, encuentran en el auditorio del Centro de Congresos - Valladolid el espacio id&oacute;neo para su realizaci&oacute;n.<br />
<br />
Equipamiento:<br />
Mesa de control marca Strand MX 48 tipo computerizada.<br />
Dimers tipo digital, 48 canales, 2.000 watios.<br />
Proyectores: 1 ca&ntilde;&oacute;n de 2.000 watios, 30 tipo plano-convexo de 1.200 watios, 12 tipo recorte de 650 watios, 18 tipo par 64 de 1.000 watios, 18 tipo panorama de 1.000 watios y 12 tipo fresnel de 650 watios.<br />
Fuentes de sonido, casetes y CD.<br />
Amplificadores: 2 de 1.500 watios y 1 de 500 watios.<br />
&nbsp;</p>
<ul>
<li>Aforo
<ul>
<li>Aforo: 600</li>
</ul>
</li>
<li>Camerinos
<ul>
<li>Colectivos: 4</li>
<li>Capacidad: 60</li>
</ul>
</li>
<li>Escenario
<ul>
<li>Ancho y fondo utilizado: 12,01 x 9,70 m. Altura: 5,86 m.</li>
<li>Iluminadas: 4</li>
<li>Cortes contrapesado: 37</li>
<li>Tipo de contrapeso: Doble efecto</li>
</ul>
</li>
</ul>";"Valladolid";"1284266645283";1284236231812;20130425;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236231812/DirectorioPadre";
"Centro Cultural Miguel Delibes";"Junta de Castilla y León";;;"Avenida Monasterio Nuestra Señora de Prado, 2";"47014";"Valladolid";"1179469311668";;"983 385.604/983.376.405";;;;"http://www.auditoriomigueldelibes.com/";"41.64278#-4.7552576#88";"<p>El Centro Cultural Miguel Delibes, tambi&eacute;n conocido como el Auditorio de Valladolid, es un referente nacional e internacional de la actividad cultural y musical de la Comunidad de Castilla y Le&oacute;n y constituye un espacio &uacute;nico destinado a ofrecer una programaci&oacute;n art&iacute;stica de alto nivel. Dependiente de la Consejer&iacute;a de Cultura y Turismo de la Junta de Castilla y Le&oacute;n y dise&ntilde;ado por el arquitecto Ricardo Bofill, es uno de los edificios m&aacute;s emblem&aacute;ticos de la Comunidad y un marco excepcional para el disfrute de la cultura y la m&uacute;sica, cuyo icono m&aacute;s representativo es la Orquesta Sinf&oacute;nica de Castilla y Le&oacute;n, de la que es sede.</p>
<p><strong>Infraestructuras:</strong></p>
<p>El edificio alberga un&nbsp;gran <strong>Auditorio </strong>con capacidad para 1.700 personas y la <strong>Sala de m&uacute;sica de C&aacute;mara</strong> con un aforo de m&aacute;s de 500 butacas. Estos dos auditorios, adem&aacute;s de contar con una excelente ac&uacute;stica natural, disponen de sistemas y equipos que utilizan las m&aacute;s avanzadas tecnolog&iacute;as.</p>
<p>La <strong>Sala de teatro experimental </strong>con la que cuenta el Centro cultural Miguel Delibes fue&nbsp;concebida especialmente para ofrecer una versatilidad casi ilimitada, lo que la convierte en una de las pocas que existen en Espa&ntilde;a de estas caracter&iacute;sticas.</p>
<p>El edificio es, tambi&eacute;n,&nbsp;un espacio dedicado a las Artes Esc&eacute;nicas en toda su amplitud albergando la <strong>Escuela Profesional de Danza </strong>y la <strong>Escuela Superior de Arte Dram&aacute;tico</strong>, adem&aacute;s del <strong>Conservatorio Profesional de M&uacute;sica</strong>.</p>
<p>El Centro Cultural Miguel Delibes ofrece:</p>
<ul>
<li>5.500 m2 de superficie para el Auditorio</li>
<li>1.700 butacas en el Auditorio</li>
<li>2.550 m2 de superficie para el Teatro Experimental</li>
<li>400/600 butacas en el Teatro Experimental dependiendo de la configuraci&oacute;n del escenario</li>
<li>2.000 m2 de superficie para la Sala de M&uacute;sica de C&aacute;mara</li>
<li>513 butacas en la Sala de M&uacute;sica de C&aacute;mara</li>
<li>4.000 m2 dedicados al Conservatorio Profesional de M&uacute;sica</li>
<li>4.950 m2 de superficie para la Escuela Superior de Arte Dram&aacute;tico y la Escuela Profesional de Danza</li>
<li>1.160 m2 de zona de exposiciones y Biblioteca</li>
</ul>";"Valladolid";"1284266645283";1284236232667;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236232667/DirectorioPadre";
"Zamora";;;;;;;;"Si";;;;;;;;"Auditorios y salas de música";"1284235939851";1284266646176;20130425;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266646176/DirectorioPadre";
"Auditorio del Conservatorio Profesional de Música de Zamora";;;;"C/ Hernán Cortes, nº 38";"49021";"Zamora";"1179469492024";;"980 531453";;;"conservatoriodezamora@hotmail.com";"http://conservatoriozamora.centros.educa.jcyl.es/sitio/index.cgi";"41.51037696879647#-5.731097459793091#100";;"Zamora";"1284266646176";1284315560425;20140402;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284315560425/DirectorioPadre";
"Instituto de Estudios Zamoranos Florián de Ocampo";"Dependiente de la Diputación Provincial";;;"Calle de Ramos Carrión, 11";"49001";"Zamora";"1179469491795";;"980 53 04 86";;"980-53 04 86";"iez@helcom.es";;"41.50289675658062#-5.747019052505493#100";"Utiliza las instalaciones de la Excma. Diputación Provincial, así como las de la entidad financiera Caja España debido a convenios de colaboración. <br /> <br /><br />[A]http://www.helcom.es/iez/[/]Página web del Instituto de Estudios Zamoranos ""Florián de Ocampo"". [/A]";"Zamora";"1284267028392";1284236236111;20140121;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236236111/DirectorioPadre";
"Oficina Municipal de Turismo La Casona";;;;"Plaza de San Pedro, s/n";"34100";"Saldaña";"1179298116853";;"979 890 262, 979 890 995";;"979 890 262";"ayto-saldana@dip-palencia.es";;"42.52395733772961#-4.735450744628906#88";;"Palencia";"1284267026039";1284262716889;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284262716889/DirectorioPadre";
"Escuela de Música, Danza y Teatro de Guardo";;"Agrupación Musical de Guardo (AMGu)";;"C/ Mayor, 105";"34880";"Guardo";"1179298084459";;"685 46 94 85";;;"amgu@amgu.org";"https://es-la.facebook.com/agrupacionmusicaldeguardo";"42.7896690965711#-4.840056896209717#94";;"Palencia";"1284267026039";1284316549937;20140409;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284316549937/DirectorioPadre";
"Plaza de toros (Valladolid)";;;;"Paseo de Zorrilla, 49";"47007";"Valladolid";"1179469311668";;"983 235 113";;;;"http://www.valtauro.com";"41.639384822345576#-4.737221002578735#82";"<p>Plaza dise&ntilde;ada&nbsp;por el&nbsp;arquitecto Teodosio Torres y construida en piedra, ladrillo, hierro y madera. Fue. inaugurada el 20 de septiembre de 1.890.</p>
<p>Aforo: 11.542 localidades<br />
Categor&iacute;a: Segunda Categor&iacute;a</p>";"Valladolid";"1284267028186";1284320084383;20140506;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284320084383/DirectorioPadre";
"Archivos";;;;;;;;"Si";;;;;;;;"Infraestructuras Culturales";"1284235937434";1284264221090;20140120;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284264221090/DirectorioPadre";
"Archivo Diocesano de Burgos";;;;"Martinez del Campo, 7";"09003";"Burgos";"1179297447246";;"947.208.440";;;"archivo.arzburgos@planalfa.es";"http://www.archiburgos.org";"42.339101457912875#-3.7062549591064453#88";;"Burgos";"1284266293680";1262861426366;20140910;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1262861426366/DirectorioPadre";
"Archivo Catedralicio de Ávila";;;"Avda. de la Inmaculada, 9. 05005 Ávila";"Avda. de la Inmaculada, 9.";"05005";"Ávila";"1179297192481";;"920.220.192";;;"justogarciagonzalez@hotmail.com";"http://www.obav.es";"40.66107557987684#-4.686098098754883#88";;"Ávila";"1284266823242";1262861424974;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861424974/DirectorioPadre";
"Archivo Municipal de Ávila";;;"Plaza del Mercado Chico, 1. 05001 Ávila";"Plaza del Mercado Chico, 1.";"05001";"Ávila";"1179297192481";;"920.354.014";;;"sguillen@aytoavila.com";;"40.65658289373687#-4.700045585632324#88";;"Ávila";"1284266823242";1262861488884;20130429;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861488884/DirectorioPadre";
"Archivo Capitular de Astorga";;;"Doctor Mérida Pérez, 1. 24700 Astorga (León)";"Doctor Mérida Pérez, 1.";"24700";"Astorga";"1179297766689";;"987.615.820";"987.619.151";;"obastorga@planalfa.es";"http://www.diocesisastorga.es";"42.45813566207956#-6.056427955627441#88";;"León";"1284266824422";1262861422109;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861422109/DirectorioPadre";
"Archivo General Militar de Segovia";;;"Plaza Reina Victoria Eugenia, s/n,40003, Segovia";"Plaza Reina Victoria Eugenia, s/n,";"40003";"Segovia";"1179298563848";;;;;;"http://www.portalcultura.mde.es";"40.95967830900992#-5.6671857833862305#88";;"Segovia";"1284266825871";1262861414627;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1262861414627/DirectorioPadre";
"Archivo Histórico Provincial de Segovia";;;;"C/ Capuchinos Alta, 7";"40001";"Segovia";"1179298563848";;"921 461 042";;"921 460 086";"archivo.segovia@jcyl.es";"http://www.archivoscastillayleon.jcyl.es";"40.95163242658827#-4.123354554176331#94";;"Segovia";"1284266825871";1284267365808;20130502;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284267365808/DirectorioPadre";
"Museo Etnográfico y de Arte López Berrón";;;"Plaza Santa Teresa, 4 ? 05163 Gotarrendura (Ávila)";"Plaza Santa Teresa, 4.";"05163";"Gotarrendura";"1179297217614";;"670089311";;;;"http://www.museolopezberronarte.org";"40.826475199417814#-4.740793704986572#94";;"Ávila";"1260887607822";1261039023262;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039023262/DirectorioPadre";
"Casa Natal de Isabel la Católica";;;"Monasterio de Nuestra Señora de Gracia, Plaza del Cristo, 2 ? 05200 Madrigal de las Altas Torres (Ávila)";"Monasterio de Nuestra Señora de Gracia, Plaza del Cristo, 2";"05220";"Madrigal de las Altas Torres";"1179297227090";;"920 320050";"920 320050";;;;"41.0868073087075#-4.996633529663086#94";"<p>Dentro de la sencillez teresiana de sus estancias, pueden contemplarse en este hist&oacute;rico edificio piezas de aut&eacute;ntico inter&eacute;s, como un tapiz bizantino del s. XII, &quot; la Santa Faz &quot;, de Zurbar&aacute;n, y una imagen de la Virgen, de Alonso Cano.</p>
<p>Expone adem&aacute;s, objetos personales de la reina y un valioso mobiliario de la &eacute;poca.</p>";"Ávila";"1260887607822";1261039024536;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039024536/DirectorioPadre";
"Centro de Arte Caja de Burgos (CAB)";;;"C/ Saldaña, s/n ? 09003 Burgos";"C/ Saldaña, s/n.";"09003";"Burgos";"1179297447246";;"947 256550";;;"contacta@cabdeburgos.com";"http://www.cabdeburgos.com";"42.342257698272085#-3.704860210418701#94";;"Burgos";"1260887607899";1261039707785;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039707785/DirectorioPadre";
"Museo de Arte Sacro de Castrojeriz";;;"Colegiata de Santa María del Manzano ? 09110 Castrojeriz (Burgos)";"Colegiata de Santa María del Manzano.";"09110";"Castrojeriz";"1179297457373";;"947 377036";;;;;"42.29242137018569#-4.131674766540527#88";;"Burgos";"1260887607899";1261039738011;20130502;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039738011/DirectorioPadre";
"Museo Etnográfico";;;"C/ Landelino Tardajos, 8 ? 09110 Castrojeriz (Burgos)";"C/ Landelino Tardajos, 8.";"09110";"Castrojeriz";"1179297457373";;"947 377001";"947 378520";;;;"42.28772288416758#-4.139184951782227#88";;"Burgos";"1260887607899";1261039743720;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039743720/DirectorioPadre";
"Centro de Interpretación de las Reales Salinas (Poza de la Sal)";;;;"C/ El Depósito, s/n.";"09246";"Poza de la Sal";"1179297582558";;"947 302024";;"947 302064";"pozadelasalturismo@gmail.com";"http://www.turismopozadelsal.es/";"42.66700649482017#-3.5013556480407715#94";"<p>&nbsp;El servicio de visitas guiadas al centro de interpretaci&oacute;n de las Salinas tendr&aacute; lugar dentro del horario de apertura de la Oficina de Turismo. Para informaci&oacute;n detallada de horarios, contenidos y tarifas contacte con nosotros en el 947302024.</p>";"Burgos";"1260887607899";1261039870429;20140325;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039870429/DirectorioPadre";
"Museo Parroquial Santa María la Real";;;"Plaza Mayor, 4 ? 09123 Sasamón (Burgos)";"Plaza Mayor, 4.";"09123";"Sasamón";"1179297623100";;"947 370154";;;;;"42.41795993312551#-4.043290615081787#94";"<p>Recoge piezas de valor y monedas de la &eacute;poca romana. Conserva un interesante mosaico con la cabeza de Neptuno y diferentes motivos animales, que apareci&oacute; hace algo m&aacute;s de 25 a&ntilde;os en los alrededores de la localidad.</p>";"Burgos";"1260887607899";1261039876658;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039876658/DirectorioPadre";
"Centro de Visitantes del Árbol Fósil";;;;"Calle San Juan nº 21";"09611";"Hacinas";"1182753765851";;"947 377036";;;;"http://www.arbolfosilhacinas.es";"41.98447875545505#-3.286864757537842#112";;"Burgos";"1260887607899";1284168711944;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284168711944/DirectorioPadre";
"Museo-Colegiata de Covarrubias de San Cosme y San Damián";;;;"Pza del Rey Chindasvinto, 3.";"09346";"Covarrubias";"1182753752839";;"947 406 311";;;;;"42.053707#-3.5306766#88";"<p>Ocupa varias estancias de la Colegiata, con obras mundialmente conocidas.<br />
<br />
El &quot;Tr&iacute;ptico de los Reyes Magos &quot;, de finales del s. XV, atribuido a Gil de Silo&eacute;, o una excelente pintura de &quot;Cristo resucitado &quot;, de Diego de la Cruz; otra de la virgen, atribuida a van Eyck, y varias del maestro Sedano o de los mejores pintores castellanos y flamencos. <br />
<br />
Se enriquecen sus fondos con una buena representaci&oacute;n escult&oacute;rica, desde la &eacute;poca medieval hasta el s. XVIII, junto con los espacios dedicados a cer&aacute;mica, ornamentos y orfebrer&iacute;a.<br />
<br />
Dispone de servicio de gu&iacute;as: el sacerdote es el encargado de las visitas.<br />
&nbsp;</p>";"Burgos";"1260887607899";1284236166855;20130529;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236166855/DirectorioPadre";
"Espacio Medioambiental de la Infancia Félix Rodríguez de la Fuente (Poza de la Sal)";;;;"Plaza de la Villa, 2 (junto al Ayuntamiento)";"09246";"Poza de la Sal";"1179297582558";;"947 302024";;"947 302064";"pozadelasalturismo@gmail.com";"http://www.turismopozadelsal.es/";"42.665618021179355#-3.502020835876465#94";;"Burgos";"1260887607899";1284313808781;20140325;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284313808781/DirectorioPadre";
"Museo del Chocolate";"Especializado. Existen entradas combinadas con el Museo Romano";;"C/ José María Godoy, 5 ? 24700 Astorga (León)";"C/ José María Godoy, 5.";"24700";"Astorga";"1179297766689";;"987 618222";"987 619299";;"museochocolate@ayuntamientodeastorga.com";"http://www.museochocolateastorga.com";"42.45603012451465#-6.053638458251953#94";"<p>Se exponen una infinidad de objetos relacionados con el mundo del chocolate que van desde el proceso de fabricaci&oacute;n hasta su comercializaci&oacute;n. As&iacute; se pueden encontrar, entre otras muchas piezas, tostaderos, morteros o moldes, en lo concerniente a la elaboraci&oacute;n; y cat&aacute;logos, membretes o carteles, como ejemplo del modo en que se promocionaba este nutritivo alimento.</p>";"León";"1260887607972";1261039908739;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039908739/DirectorioPadre";
"Museo Arqueológico y Etnográfico de Castrocalbón Máximo Descosido (Castrocalbón)";;;"C/ Las Escuelas, 3 ? 24760 Castrocalbón (León)";"C/ Las Escuelas, 3.";"24760";"Castrocalbón";"1179297814933";;"987 668324";"987 668296";;"maec@museodecastrocalbon.es";"http://www.museocastrocalbon.es";"42.1926780206859#-5.983321666717529#94";;"León";"1260887607972";1261039933530;20130502;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039933530/DirectorioPadre";
"Museo Parroquial de Valderas";;;"Iglesia del Socorro. C/ Derecha, s/n 24220 Valderas (León)";"Iglesia del Socorro. C/ Derecha, s/n.";"24220";"Valderas";"1179297976155";;"987 762116";;;;;"42.08051520880828#-5.444948673248291#94";"<p>Obras de car&aacute;cter religioso pertenecientes a iglesias del Valderas y del resto de la comarca.</p>";"León";"1260887607972";1261040290893;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040290893/DirectorioPadre";
"Museo del Ferroviario";;;"Camino de Santa Bárbara, s/n. 24800 Cistierna (León)";"Camino de Santa Bárbara, s/n";"24800";"Cistierna";"1179297821881";;"987 70 00 02";"987 70 00 09";;"aedl@cistierna.es";"http://www.cistierna.es";"42.80148591424775#-5.133072137832642#100";;"León";"1260887607972";1284214776627;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284214776627/DirectorioPadre";
"Centro de Interpretación de las Tres Culturas";"Municipal";;;"Iglesia de San Pedro, Puente Castro (a la entrada de León)";"24005";"León";"1179297860755";;;;;;;"42.59873#-5.5670958#88";"<p>Consta de varias zonas: la primera servir&aacute; para recibir a los peregrinos que podr&aacute;n sellar su acreditaci&oacute;n y obtener informaci&oacute;n de Puente Castro, de Le&oacute;n y de los albergues y establecimientos hoteleros, habr&aacute; tambi&eacute;n un punto interactivo y otro audiovisual, zona &lsquo;wi-fi&rsquo;, un &aacute;rea de descanso y una biblioteca con sala de lectura.<br />
Los paneles informativos son modulares lo que permite crear un espacio vers&aacute;til dentro de la iglesia de San Pedro para acoger otras actividades como talleres de inform&aacute;tica.</p>";"León";"1260887607972";1284236149015;20130527;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236149015/DirectorioPadre";
"Centro de Interpretación de la Minería";;;"C/ Cerrada s/n. 34820 Barruelo de Santullán (Palencia)";"C/ Cerrada s/n.";"34820";"Barruelo de Santullán";"1179298061923";;"979 607294";;;;"http://www.barruelo.com";"42.905849690684725#-4.286019802093506#94";"<p>El centro se compone de tres edificios ubicados en diferentes lugares de Barruelo.</p>
<p>La mina, que es una recreaci&oacute;n muy interesante que se recorre con gu&iacute;a, donde se explica su construcci&oacute;n y funcionamiento, todo ello con sonido ambiente.</p>
<p>El Centro Cultural, lugar donde se realiza la proyecci&oacute;n audiovisual con efectos de luz y sonido, acompa&ntilde;ados de interesantes explicaciones.</p>
<p>El Centro de Interpretaci&oacute;n, que se compone de un recorrido tem&aacute;tico con diferentes salas que explican variados aspectos relacionados con la miner&iacute;a, todo ello a trav&eacute;s de paneles, v&iacute;deos, mapas y&nbsp;montajes audiovisuales.</p>";"Palencia";"1260887608045";1261040330387;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261040330387/DirectorioPadre";
"Museo de la Historia de la Radio y de las Comunicaciones";;;"C/ Las Damas, 15 bajo. 34111 Villaluenga de la Vega (Palencia)";"C/ Las Damas, 15 bajo.";"34111";"Villaluenga de la Vega";"1179298137633";;"645031502";;;"museodelaradio@vegavaldivia.com";"http://www.vegavaldavia.com/museodelaradio";"42.52242334223009#-4.764997959136963#94";;"Palencia";"1260887608045";1261041292166;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041292166/DirectorioPadre";
"Museo del Cerrato Castellano";;;"C/ La Virgen, 16. -34240 Baltanas - Palencia";"C/ La Virgen, 16.";"34240";"Baltanás";"1179298060482";;"672 14 59 30 / 979 79 00 49";;"979 79 06 66";"info@museodelcerrato.com";"http://www.museodelcerrato.com";"41.935599032755555#-4.248254299163818#94";;"Palencia";"1260887608045";1284149211397;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284149211397/DirectorioPadre";
"Iglesia-Museo de Santa María";;;;"C/ Sacristán 11";"34210";"Dueñas";"1179298081851";;"979 780 040";;;;;"41.877693#-4.544885#88";"<p>Buen ejemplo de arquitectura g&oacute;tica del siglo XIII. El interior se encuentra organizado en tres naves, separadas por pilares octogonales. Estas naves se cubren con b&oacute;vedas de crucer&iacute;a y arista, salvo el crucero que lo hace por medio de c&uacute;pula. A fines del siglo XVI se le a&ntilde;adi&oacute; una magn&iacute;fica torre cuyo responsable fue el tracista Alonso de Tolosa.<br />
<br />
Los bienes muebles que atesora constituyen un legado de incalculable valor art&iacute;stico. De entre ellos destaca una pintura de la Trinidad, de comienzos del siglo XVII; una imagen de San Isidro Labrador, atribuida a Gregorio Fern&aacute;ndez; los sepulcros del presbiterio, uno de los cuales corresponde a don Pedro de Acu&ntilde;a; y por &uacute;ltimo el extraordinario retablo mayor, de principios del XVI, obra del entallador Alonso de Ampudia y con esculturas del Maestro Antonio.<br />
<br />
Contiene un interesante museo parroquial donde, por ejemplo, se encuentra la imagen del Ecce Homo, portentosa obra de Diego de Silo&eacute;, que anta&ntilde;o presid&iacute;a la ermita del Cristo.</p>";"Palencia";"1260887608045";1284236127826;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236127826/DirectorioPadre";
"Museo Catedralicio de Salamanca";;;"C/ Pla y Deniel s/n. 37008 Salamanca (Salamanca)";"C/ Pla y Deniel s/n.";"37008";"Salamanca";"1179298323669";;"923 217476";;;;"http://www.catedralsalamanca.org";"40.96034267842776#-5.6670355796813965#94";"<p>Se halla instalado desde 1953 en las Salas Capitulares del claustro de la Catedral Vieja y en la Capilla de Santa Catalina. Su creaci&oacute;n se debe, fundamentalmente, al deseo de reunir en un &uacute;nico edificio las interesantes muestras de arte que se hallaban recogidas en ambas catedrales. A lo largo de cuatro dependencias se puede contemplar un conjunto de obras de gran valor art&iacute;stico, en concreto una excelente colecci&oacute;n de pinturas encuadrables en el estilo g&oacute;tico hispano-flamenco.</p>
<p>Varias obras podr&iacute;an resaltarse de todo el conjunto, entre ellas, el Tr&iacute;ptico de la Virgen de la Rosa, de Fernando Gallego (1480), o el Tr&iacute;ptico de San Miguel, obra de Juan de Flandes (1505). Adem&aacute;s, merece la pena contemplar detenidamente el magn&iacute;fico artesonado mud&eacute;jar que cubre la segunda sala, fechado en el siglo XVI, o muestras escult&oacute;ricas de diversas &eacute;pocas, entre ellas una hermosa talla rom&aacute;nica de la Virgen, del siglo XIII.</p>";"Salamanca";"1260887608341";1261041295262;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041295262/DirectorioPadre";
"Artilugios para fascinar";"Ciencia y Tecnología Especializado. Colección Basilio Martín Patiño está dedicada al cine. La exposición tiene 200 aparatos de la colección del cineasta Basilio Martín Patiño. Explican la historia de os medio audiovisuales.";;"Filmoteca Castilla y León. C/Gonzala Santana, 1. 37001 Salamanca (Salamanca)";"Filmoteca Castilla y León. C/Gonzala Santana, 1.";"37001";"Salamanca";"1179298323669";;"923 212516";;;;;"40.9646204091524#-5.661606788635254#94";;"Salamanca";"1260887608341";1261041298049;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041298049/DirectorioPadre";
"Museo del Convento de San Esteban";"Bellas Artes. Artes decorativas. Histórico. Etnología y Antropología.";;"37002 Salamanca (Salamanca)";"Plaza del Concilio de Trento, s/n.";"37002";"Salamanca";"1179298323669";;"923 215000";"923 265480";;;;"40.96084500208459#-5.662722587585449#88";"<p>Contiene manuscritos y cantorales entre los que destaca una hoja de canto gregoriano fechada en los ss. X-XI y otros ejemplares bibliogr&aacute;ficos como la Biblia que regal&oacute; el Papa Luna a San Vicente Ferrer.</p>
<p>Una amplia colecci&oacute;n de marfiles (crucifijos y v&iacute;rgenes), ornamentos y orfebrer&iacute;a religiosa de los ss. XIII al XVII, im&aacute;genes barrocas, pinturas y una interesante muestra de relicarios.</p>";"Salamanca";"1260887608341";1261041312443;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041312443/DirectorioPadre";
