Fichero actualizado a fecha: 2014-10-19 03:52:48
DescripcionBlob;NombreEntidad;DirectorioRelacionado;DirectorioRelacionado;Localidad;Tipo de Gestión;Horario de apertura;Requisitos específicos para el acceso;Accesibilidad;Servicios disponibles;Información Adicional;Identificador;FechaModificacion;Enlace al contenido;
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1207036390309&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1207036390309;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Cantalejo";"Biblioteca Pública Municipal de Cantalejo";"1191909670298";"Cantalejo";;"<p>Lunes a viernes : 17:00 a 21:00 h.&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso gratuito a Internet</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
<li>Recursos electr&oacute;nicos.</li>
</ul>
<p><strong>Equipamiento: </strong>78 puestos de consulta, 1 esc&aacute;ner y 1 impresora</p>
<p><strong>Equipamiento inform&aacute;tico: </strong>2 ordenadores de gesti&oacute;n interna y 7 de uso p&uacute;blico con conexi&oacute;n a Internet</p>";1284220547579;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220547579/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1196233214012&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1196233214012;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Carbonero";"Biblioteca Pública Municipal de Carbonero el Mayor";"1191909670628";"Carbonero El Mayor";;"<ul>
<li>Lunes a viernes: <strong>17:30 h. a 21 h</strong>.: s&oacute;lo pueden realizarse las tareas de pr&eacute;stamo y consulta de libros en este horario en que est&aacute; presente la bibliotecaria.<br />
&nbsp;</li>
<li>Lunes a viernes: de <strong>10:30 a 14:00 </strong>y de <strong>16:00 17:30</strong> horas permanece abierto el telecentro, y se permite leer el peri&oacute;dico y estudiar.</li>
</ul>
<p>&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Acceso a Internet.</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
<li>Recursos electr&oacute;nicos.</li>
</ul>
<p><strong>Equipamiento: </strong></p>
<ul>
<li>24 puestos de consulta para j&oacute;venes/adultos (60,86 m) y 18 puestos de consulta para infantil (21,08 m).</li>
<li>21,65 m destinados al telecentro.</li>
<li>1 fotocopiadora</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong>:1 ordenador de gesti&oacute;n interna y 5 de uso p&uacute;blico con conexi&oacute;n a Internet</p>";1284220562555;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220562555/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1240495110041&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1240495110041;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Hontanares de Eresma";"Biblioteca Pública Municipal de Hontanares de Eresma";"1239801019424";"Hontanares de Eresma";;"<ul>
<li>Lunes a Viernes: 16:30 a 21:30 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso a Internet.</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
<li>Recursos electr&oacute;nicos.</li>
</ul>
<p><strong>Equipamiento:</strong> 38 puestos de consulta.</p>
<p><strong>Equipamiento inform&aacute;tico: </strong>1 ordenadores de gesti&oacute;n interna y 7 de uso p&uacute;blico con conexi&oacute;n a Internet compartidos con Centro Cultural.</p>";1284220725044;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220725044/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1196233217530&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1196233217530;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Mozoncillo";"Biblioteca Pública Municipal de Mozoncillo";"1191909670995";"Mozoncillo";;"<ul>
<li>Lunes a viernes : 18:00 a 20:30 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso gratuito a Internet .</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
<li>Recursos electr&oacute;nicos</li>
</ul>
<p><strong>Equipamiento:</strong> 54 puestos de consulta, 1 esc&aacute;ner y 1 impresora.</p>
<p><strong>Equipamiento inform&aacute;tico:</strong> 2 ordenadores de gesti&oacute;n interna y 5 de uso p&uacute;blico con conexi&oacute;n a Internet.</p>";1284220751120;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220751120/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1207835043322&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1207835043322;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal ""Carlos Parrondo"" de San Ildefonso";"Biblioteca Pública Municipal Carlos Parrondo. San Ildefonso";"1191909671725";"San Ildefonso O La Granja";;"<ul>
<li>Lunes a viernes : 10:30 a 13:30 h ; 17:00 a 20:00 h.</li>
<li>S&aacute;bados: 11:00 h. a 13:00 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso gratuito a Internet .</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
<li>Recursos electr&oacute;nicos</li>
</ul>
<p><strong>Equipamiento:</strong> 31 puestos de consulta, 2 esc&aacute;ner y 1 impresora.</p>
<p><strong>Equipamiento inform&aacute;tico:</strong> 3 ordenadores de gesti&oacute;n interna y 6 de uso p&uacute;blico con conexi&oacute;n a Internet.</p>";1284220910110;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220910110/DirectorioPadre";
"<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<img src='/web/jcyl/binarios/895/773/BPVA_BM_BoecilloExterior%5B2%5D.gif' alt='Foto del exterior de la biblioteca de Boecillo'>";"Biblioteca Municipal de Boecillo";"Biblioteca Pública Municipal de Boecillo";"1284141236691";"Boecillo";;"<p><strong>Lunes a Viernes:<br />
</strong>Ma&ntilde;anas: de 9:00 a 14:00 h. <br />
Tardes: de 17:00 a 20:00 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades de animaci&oacute;n a la lectura</li>
</ul>";"<ul>
<li><strong>Recursos:</strong></li>
</ul>
<p>Disponemos aproximadamente de 3.000 vol&uacute;menes distribuidos en las secciones de adultos e infantil, 12 t&iacute;tulos de publicaciones peri&oacute;dicas y 2 diarios. Tambi&eacute;n disponemos de una colecci&oacute;n de audiovisuales.</p>
<ul>
<li><strong>Equipamiento:</strong></li>
</ul>
<p>64 puestos de lectura; impresora y esc&aacute;ner.</p>
<ul>
<li><strong>Equipamiento inform&aacute;tico:</strong></li>
</ul>
<p>Existen 2 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet y sistema wi-fi en toda la biblioteca <br />
&nbsp;</p>";1284222321117;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222321117/DirectorioPadre";
"<p>&nbsp;</p>
<img src='/web/jcyl/binarios/123/820/BPBU%20arquitecta2,0.jpg' alt='Imagen de un detalle de la fachada actual de la Biblioteca de Burgos'>";"Biblioteca Pública Provincial de Burgos";"Biblioteca Pública de Burgos";"1192686844523";"Burgos";;"<p>Lunes a viernes: continuo de 8,45 a 21,15 h. <br />
S&aacute;bados: ma&ntilde;anas de 9 a 14 h.<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo. Infantil y adulto, renovaciones, reservas y m&aacute;quina de autopr&eacute;stamo. Pr&eacute;stamo interbibliotecario.</li>
<li>Consulta. Sala de lectura para el acceso a obras de referencia. Hemeroteca, para la consulta de prensa, revistas y publicaciones oficiales.</li>
<li>Informaci&oacute;n bibliogr&aacute;fica y de referencia. Consultas sobre el uso de la biblioteca, recursos de informaci&oacute;n disponibles, etc.</li>
<li>Internet y ofim&aacute;tica. 5 puestos de acceso a Internet y Word para la elaboraci&oacute;n de documentos. Conexi&oacute;n Wifi.</li>
<li>Infantil y juvenil. Servicios y colecciones espec&iacute;ficamente adaptados para los usuarios m&aacute;s peque&ntilde;os de la biblioteca. Formaci&oacute;n de usuarios para grupos de escolares.</li>
<li>Fondo local. Publicaciones impresas en la provincia de Burgos (procedentes de Dep&oacute;sito Legal), obras de tem&aacute;tica burgalesa y escritas por autores nacidos o vinculados a la provincia. <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros, publicaciones peri&oacute;dicas, audiovisuales, recursos electr&oacute;nicos y multimedia. <br />
.</li>
</ul>";1284222329480;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284222329480/DirectorioPadre";
;"Biblioteca Municipal de Cigales";"Biblioteca Pública Municipal ""Las Peñuelas"" de Cigales";"1193641879566";"Cigales";;"<p><strong>Lunes a Viernes:<br />
</strong>Ma&ntilde;anas: de 9:00 a 13:00 h.<br />
Tardes: de 16:00 a 20:00 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Actividades culturales&nbsp;y&nbsp;de animaci&oacute;n a la lectura</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Disponemos de aproximadamente 7.000 vol&uacute;menes distribuidos en las secciones de adultos, infantil, juvenil, fondo local y fondo de Castilla y Le&oacute;n, 23 t&iacute;tulos de revista y 2 diarios. Existen tambi&eacute;n documentos audiovisuales y cdrom (unos 1.000 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>53 puestos de consulta; tel&eacute;fono y fax <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>12 ordenadores: 11 para acceso p&uacute;blico con Internet, uno de ellos para consultas r&aacute;pidas, y 1 de uso interno de la biblioteca. <br />
&nbsp;</p>";1284222335489;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222335489/DirectorioPadre";
;"Biblioteca Municipal de Iscar";"Biblioteca Pública Municipal de Íscar";"1193641879745";"Iscar";;"<p><strong>Lunes a Viernes:<br />
</strong>Tardes: de 17:00 a 21:00 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Disponemos de aproximadamente 17.00 vol&uacute;menes distribuidos en las secciones de adultos e infantil y juvenil (unos 7.000 ejemplares), Castilla y Le&oacute;n y Valladolid; 11 t&iacute;tulos de revista y 4 diarios. Existen tambi&eacute;n documentos audiovisuales y cdrom (alrededor de 1.100). <br />
<br />
<strong>Equipamiento:<br />
</strong>Existen 52 puestos de consulta, fax y tel&eacute;fono. <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>9 ordenadores: 8 para acceso p&uacute;blico con Internet en mesa de cabina individual, uno de ellos para consultas r&aacute;pidas, y otro de uso interno de la biblioteca. Hay scanner e impresora.&nbsp;<br />
&nbsp;<br />
&nbsp;</p>";1284222340256;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222340256/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/183/763/BPVA_BM_Tordesillas_1.jpg' alt='Foto del exterior de la biblioteca de Tordesillas'></p>";"Biblioteca Municipal de Tordesillas";"Biblioteca Pública Municipal de Tordesillas";"1193641923256";"Tordesillas";;"<p><strong>Lunes a viernes:<br />
</strong>Ma&ntilde;anas: de 10:00 a 13:30 h.<br />
Tardes: de 16:00 a 20:00 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
<li>Cursos de inform&aacute;tica para adultos <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>
<ul>
<li>Disponemos aproximadamente de unos 28.000 vol&uacute;menes, distribuidos en la secci&oacute;n de adultos (unos 19.500) e infantil (unos 8.500), 41 t&iacute;tulos de revistas y 6 diarios. Existen tambi&eacute;n documentos audiovisuales y cdrom (unos 1.500).</li>
<li>Secci&oacute;n local, recoge todo tipo de materiales y soportes de informaci&oacute;n que traten sobre el &aacute;mbito local y provincial. <br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento:<br />
</strong></p>
<ul>
<li>128 puestos de consulta en una superficie de 740 m2.<br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico:<br />
</strong></p>
<ul>
<li>14 ordenadores: 12 de uso p&uacute;blico con el cat&aacute;logo informatizado y acceso a Internet y otros 2 para gesti&oacute;n interna de la biblioteca; 2 impresoras l&aacute;ser; esc&aacute;ner.&nbsp;</li>
</ul>
<p>&nbsp;</p>
</p>";1284222689316;20120530;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222689316/DirectorioPadre";
"<p>La biblioteca presta servicio a los alumnos matriculados en los estudios impartidos por el Centro Asociado de la UNED en Zamora. <br />
Tambi&eacute;n gestiona los servicios de pr&eacute;stamo y consulta de la biblioteca del antiguo Colegio Universitario de Zamora.<br />
&nbsp;</p>";"Biblioteca del Centro Asociado de la UNED en Zamora (Zamora)";"Biblioteca del Centro Asociado de la UNED en Zamora";"1197282411668";"Zamora";;"<p><strong>Ma&ntilde;anas<br />
</strong>Lunes a viernes&nbsp;de&nbsp;10&nbsp;a 14 horas y 17:30 a 20 horas<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo y consulta</li>
</ul>";"<ul>
<li>Recursos:</li>
</ul>
<p>Bibliograf&iacute;a b&aacute;sica en su totalidad y parte de la complementaria de todos los estudios y asignaturas impartidas en la UNED.</p>
<ul>
<li>Equipamiento:</li>
</ul>
<p>2 ordenadores en la Sala de Lectura</p>";1284222753688;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284222753688/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1203344698021&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1203344698021;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Trespaderne";"Biblioteca Pública Municipal de Trespaderne";"1193378559869";"Trespaderne";;"<p>Mi&eacute;rcoles y jueves: 18:00 a 20:30 h..</p>";;;"<ul>
<li>Pr&eacute;stamo y Pr&eacute;stamo interbibliotecario</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y Juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia.</li>
</ul>";1284222955375;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284222955375/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284223263793&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284223263793;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Pradoluengo";"Biblioteca Pública Municipal de Pradoluengo";"1193378559315";"Pradoluengo";;"<p>Martes a viernes :&nbsp; 17:30 a 20:30 h. S&aacute;bados: 10:00&nbsp; a 14:00 h.&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo y Pr&eacute;stamo interbibliotecario</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia y dep&oacute;sito</li>
</ul>";1284223004588;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223004588/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284170375093&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284170375093;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal ""Parque Alameda"" de Valladolid";"Biblioteca Pública Municipal ""Parque Alameda""";"1203344068903";"Valladolid";;"<p><strong>Ma&ntilde;anas (</strong>de lunes a s&aacute;bado) : de 10 a&nbsp;14 h.<br />
<strong>Tardes( </strong>de lunes a viernes:) :&nbsp;de 17 a 21 h.</p>
<p>En periodo de <strong>vacaciones escolares </strong>el horario es: de lunes a viernes: de 9:00 a 14:00 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Disponemos aproximadamente de 8000 vol&uacute;menes distribuidos en las secciones de adultos, infantil y juvenil, 130 t&iacute;tulos de publicaciones peri&oacute;dicas. Existen tambi&eacute;n documentos audiovisuales y cdrom. <br />
<br />
<strong>Equipamiento:<br />
</strong>Puestos de consulta; tel&eacute;fono.&nbsp;<br />
&nbsp;</p>";1284223026216;20140402;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223026216/DirectorioPadre";
;"Punto de Préstamo Barrio Puente Duero. Valladolid";"Punto de Préstamo Barrio de Puente Duero. Valladolid";"1202287460002";"Valladolid";;"<p><strong>Tardes: </strong>martes, jueves y &nbsp;viernes: de&nbsp;17:30 a 19:30 h.<br />
<strong>S&aacute;bados</strong>: de 11:30 a 13:30 h.</p>
<p>En periodo de <strong>vacaciones escolares </strong>el horario&nbsp;es: martes, jueves y&nbsp;viernes de&nbsp;11:30 a 13:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Fondo bibliogr&aacute;fico formado por libros (entre 3000 y 5000 vol&uacute;menes)y publicaciones peri&oacute;dicas. Colecci&oacute;n de DVDs (entre 1000 y 1500 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>Puestos de consulta; tel&eacute;fono. <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>2 ordenadores para acceso p&uacute;blico con Internet. <br />
&nbsp;</p>";1284223112833;20140404;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223112833/DirectorioPadre";
;"Punto de Préstamo Barrio Pilarica. Valladolid";"Punto de Préstamo Barrio de La Pilarica. Valladolid";"1202287459920";"Valladolid";;"<p><strong>De lunes a viernes</strong>: de&nbsp;17:30 a 19:30 h.<br />
<strong>S&aacute;bados</strong>: de 11:30 a 13:30 h.</p>
<p>En periodo de <strong>vacaciones escolares </strong>el horario&nbsp;es: de lunes a viernes: de&nbsp;11:30 a 13:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Fondo bibliogr&aacute;fico formado por libros (entre 3000 y 5000 vol&uacute;menes)y publicaciones peri&oacute;dicas. Colecci&oacute;n de DVDs (entre 1000 y 1500 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>Puestos de consulta; tel&eacute;fono. <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>2 ordenadores para acceso p&uacute;blico con Internet. <br />
&nbsp;</p>";1284223117947;20140403;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223117947/DirectorioPadre";
