Fichero actualizado a fecha: 2014-10-19 14:41:17
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Museo de Exvotos Santa Casilda";"Bellas Artes. El museo recoge los objetos que los creyentes ofrecen a Santa Casilda. La ermita conserva los restos de la santa, en un sarcófago con una talla en madera, obra de Diego de Siloé.";;"Santuario de Santa Casilda. Ctra. de Briviesca-Oña, km. 2 ? 09240 Buezo (Burgos)";"Santuario de Santa Casilda. Ctra. de Briviesca-Oña, km. 2.";"09240";"Briviesca";"1179297445503";;"947 563096";;;;;"42.55845437586606#-3.4076499938964843#88";;"Burgos";"1260887607899";1261039725080;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039725080/DirectorioPadre";
"Museo catequético Colegiata San Cosme y San Damián";;;"Plaza Chindasvinto, 1 ? 09346 Covarrubias (Burgos)";"Plaza Chindasvinto, 1.";"09346";"Covarrubias";"1182753752839";;"947 406311";;;;;"42.05811138456701#-3.5190367698669433#100";;"Burgos";"1260887607899";1261039746517;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039746517/DirectorioPadre";
"Museo Histórico de las Merindades";;;;"Plaza del Alcázar, 1";"09500";"Medina de Pomar";"1182753788495";;"947 147042 / 947 190746";;;"patrimonio@medinadepomar.org";"http://www.medinadepomar.org";"42.93276733011102#-3.4859704971313476#76";"<p>&nbsp;</p>
<p>&nbsp;</p>";"Burgos";"1260887607899";1261039868488;20140813;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039868488/DirectorioPadre";
"Museo Parroquial de la Iglesia de San Pedro Apóstol";;;"Iglesia de San Pedro Apóstol, Plaza de la Fuente ? 09219 Santa Gadea del Cid (Burgos)";"Iglesia de San Pedro Apóstol, Plaza de la Fuente.";"09219";"Santa Gadea del Cid";"1179297618024";;"947 359141";;;;;"42.71436957060671#-3.058962821960449#94";;"Burgos";"1260887607899";1261039872992;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039872992/DirectorioPadre";
"Casa-Museo de Salaguti";;;;"Ctra. Cítores del Páramo, 9123 Sasamon";;"Sasamón";"1179297623100";;"947 370 012 (Oficina de Turismo)";;;;;"42.417843#-4.043491#88";"Se trata de una original construcción en forma de gran escultura donde se aloja una nutrida representación de la obra artística de este genial escultor local. La muestra está compuesta fundamentalmente por tallas de madera y pinturas.";"Burgos";"1260887607899";1284236126285;20130520;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236126285/DirectorioPadre";
"Museo Parroquial de la Iglesia de Santo Domingo";;;;"C/ Real de Poniente";"09110";"Castrojeriz";"1179297457373";;"947 377 036";;;;;"42.28975#-4.142923#88";"<p>Edificio de fines del siglo XV que en la actualidad aloja un interesante museo de arte sacro compuesto por colecciones de tapices, relicarios y otras importantes obras de arte religioso como: orfebrer&iacute;a, incunables, cantorales, ornamentaci&oacute;n religiosa, pintura y escultura castellana del XIV al XVIII. Destacan obras de Berruguete, Diego de Silo&eacute;, Mateo Cerezo.</p>";"Burgos";"1260887607899";1284236155511;20130529;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236155511/DirectorioPadre";
"Museo de la Alubia";;;"Avda. de Portugal, s/n ? 24750 La Bañeza (León)";"Avda. de Portugal, s/n.";"24750";"Bañeza (La)";"1179297770767";;"987 641686";"987 641686";;"direccion@alubiadelabanezaleon.es";"http://www.alubiadelabanezaleon.com";"42.29273882281698#-5.910472869873047#88";;"León";"1260887607972";1261039914505;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039914505/DirectorioPadre";
"Museo del Pastor";;;"Ctra. Vieja ? 24148 Los Barrios de Luna (León)";"Ctra. Vieja.";"24148";"Barrios de Luna (Los)";"1179297773989";;"987 581492";;;"info@aytolosbarriosdeluna.es";"http://www.aytolosbarriosdeluna.es";"42.84541900151581#-5.861377716064453#88";;"León";"1260887607972";1261039916760;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039916760/DirectorioPadre";
"Museo del Bierzo";;;"C/ Del Reloj, 5 -24400 Ponferrada. León";"C/ Del Reloj, 5.";"24400";"Ponferrada";"1179297888504";;"987 414141";;;"museobierzo@ponferrada.org";"http://www.ponferrada.org";"42.54553998106921#-6.59130334854126#94";"<p>Emplazado en lo que fue el antiguo consistorio y c&aacute;rcel real, se trata de la mejor y m&aacute;s extensa colecci&oacute;n de objetos relacionados con la arqueolog&iacute;a, la historia, el arte y las tradiciones del Bierzo. En sus salas se pueden encontrar desde primitivas herramientas del IV milenio antes de Cristo, hasta aspectos de la cultura rural que a&uacute;n se mantienen en nuestros d&iacute;as, y todo ello acompa&ntilde;ado con informaciones relativas al paisaje y la fauna de esta singular comarca.</p>";"León";"1260887607972";1261040259652;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040259652/DirectorioPadre";
"Museo del Monasterio de Santa Cruz";;;"Avenida Doctores Bermejo y Calderón,10 -24320 Sahagún (León)";"Avenida Doctores Bermejo y Calderón,10.";"24320";"Sahagún";"1179297923354";;"987 780078";"987 780078";;"benedicsah@wanadoo.es";"http://www.monasteriosantacruz.com";"42.3723846785562#-5.032832622528076#94";;"León";"1260887607972";1261040281370;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040281370/DirectorioPadre";
"Museo de Ciencias Naturales";;;"Monasterio de San Nicolás el Real. Travesía de San Nicolás, 4. 24500 Villafranca del Bierzo (León)";"Monasterio de San Nicolás el Real. Travesía de San Nicolás, 4.";"24500";"Villafranca del Bierzo";"1179298012175";;"987 540027";;;;;"42.60749522846063#-6.808562278747559#88";"<p>El Museo de Ciencias Naturales de los Padres Pa&uacute;les se compone de materiales relativos a las Ciencias Naturales.</p>";"León";"1260887607972";1261040293060;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040293060/DirectorioPadre";
"Museo Parroquial";;;"Iglesia de Santa María. C/ Sacristán, 11. 34210 Dueñas (Palencia)";"Iglesia de Santa María. C/ Sacristán, 11.";"34210";"Dueñas";"1179298081851";;"979 780040";;;;;"41.87724616965014#-4.544970989227295#94";;"Palencia";"1260887608045";1261040346435;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040346435/DirectorioPadre";
"Museo de Arte Sacro de Frómista";;;"Iglesia de San Pedro. Avda. Ejército español s/n. 34440 Frómista (Palencia)";"Iglesia de San Pedro. Avda. Ejército español s/n.";"34440";"Frómista";"1179298083362";;"979 810144";;;;;"42.26816325848521#-4.405646324157715#88";"<p>Esta iglesia-museo alberga tablas flamencas, tallas de madera policromada y variados objetos de orfebrer&iacute;a.</p>";"Palencia";"1260887608045";1261040347738;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040347738/DirectorioPadre";
"Museo Histórico-Etnográfico Rodolfo Puebla Manrique";;;"Avda. Ejército español 1. 34440 Frómista (Palencia)";"Avda. Ejército español, 1.";"34440";"Frómista";"1179298083362";;"979 810114";;;;;"42.27146595892137#-4.4034576416015625#82";"<p>El museo se ubica en una casa con amplio patio en el que se recogen m&aacute;s de 700 piezas que ilustran los oficios tradicionales: aperos de labranza, m&aacute;quinas y utensilios diversos relacionados con la vida cotidiana.</p>";"Palencia";"1260887608045";1261040348826;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040348826/DirectorioPadre";
"Museo de Maquetas Móviles y Esculturas Herminio Revilla";;;"C/ Ferrocarril s/n. 34820 Barruelo de Santullán (Palencia)";"C/ Ferrocarril s/n.";"34820";"Barruelo de Santullán";"1179298061923";;"649159678";;;;"http://www.museoohr.com";"42.902218916582754#-4.287586212158203#88";"<p>Exposici&oacute;n de las obras que ha creado a lo largo de su vida Hermino Revilla. El museo se compone de diversas maquetas m&oacute;viles y tallas de madera, que distribuidas en tres salas, nos permiten conocer y analizar el pasado, presente y futuro de la Monta&ntilde;a Palentina.</p>";"Palencia";"1260887608045";1262860365920;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1262860365920/DirectorioPadre";
"Casa Museo de Unamuno";"Casa Museo Histórico";;"C/Libreros, 25. 37008 Salamanca (Salamanca)";"C/Libreros, 25.";"37008";"Salamanca";"1179298323669";;"923 294400";;;"unamuno@ququ.usal.es";"http://www.museodeescritores.com";"40.96120148752177#-5.667507648468018#94";"<p>Edificio construido por Andr&eacute;s Garc&iacute;a de Qui&ntilde;ones y destinado a Sal&oacute;n de Claustros de la Universidad. En esta casa vivi&oacute; posteriormente el ilustre escritor y profesor D. Miguel de Unamuno, que lleg&oacute; a ser Rector de la Universidad de Salamanca. Se pueden visitar algunas dependencias que conservan interesantes objetos personales del mencionado escritor, entre ellos el escritorio, el archivo, la alcoba y otros recuerdos personales. Es adem&aacute;s un importante centro de investigaci&oacute;n sobre la figura de D. Miguel y su obra literaria.</p>";"Salamanca";"1260887608341";1261041299967;20130520;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041299967/DirectorioPadre";
"La Medida del Tiempo";;;"Convento Madres Agustinas. C/ Compañía, 43. 37002 Salamanca (Salamanca)";"Convento Madres Agustinas. C/ Compañía, 43.";"37002";"Salamanca";"1179298323669";;;;;;;"40.96432875450162#-5.666413307189941#94";;"Salamanca";"1260887608341";1261041302772;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041302772/DirectorioPadre";
"Museo del Comercio y la Industria de Salamanca";;;"Avda. de Campoamor s/n. 37003 Salamanca (Salamanca)";"Avda. de Campoamor s/n.";"37003";"Salamanca";"1179298323669";;"923 238402";"923 238327";;"museocomercio@telefonica.net";"http://www.museodelcomercio.es";"40.96567359577111#-5.655319690704346#94";;"Salamanca";"1260887608341";1261041316413;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041316413/DirectorioPadre";
"Casa Museo Satur Juanela";;;"C/Mesón, 7. 37624 La Alberca (Salamanca)";"C/Mesón, 7.";"37624";"Alberca (La)";"1179298178382";;"923 415165";;;"casamuseosaturjuanela@hotmail.com";"http://www.casamuseosaturjuanela.com";"40.48924331682361#-6.109299659729004#94";;"Salamanca";"1260887608341";1261041323652;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041323652/DirectorioPadre";
"Museo del Hormigón Ángel Mateos";;;"Avenida Juan Carlos I, s/n. 37120 Doñinos de Salamanca (Salamanca)";"Avenida Juan Carlos I, s/n.";"37120";"Doñinos de Salamanca";"1179298235963";;"923 330001";;;"alcalde@ayto-doninos.com";"http://www.museodelhormigon.com";"40.96001859662032#-5.744819641113281#94";;"Salamanca";"1260887608341";1261041335476;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041335476/DirectorioPadre";
"Museo Textil";;;"C/ San Vicente de Paúl, 5. 37240 Lumbrales. (Salamanca)";"C/ San Vicente de Paúl, 5.";"37240";"Lumbrales";"1179298266922";;"923 512270";"923 512161";;"ayto.lumbrales@terra.es";"http://www.ayuntamientodelumbrales.org";"40.93518920102526#-6.722195148468018#94";"<p>Recoge los objetos, &uacute;tiles, instrumentos y m&aacute;quinas m&aacute;s importantes del proceso de elaboraci&oacute;n de la lana. Lumbrales, en el per&iacute;odo de finales del s. XVIII, goz&oacute; de gran prestigio y admiraci&oacute;n, debido al florecimiento de &quot;telares&quot; y &quot;tornos de hilar&quot; que hicieron de la villa un lugar industrioso y poblado.</p>
<p>En ese per&iacute;odo se contaban hasta 106 telares con 270 tornos de hilar, en los que se tej&iacute;an mantas, pa&ntilde;o, basto, sayal y jerga. Hab&iacute;a en la villa 77 fabricantes que empleaban 400 oficiales, sin incluir las mujeres que hilaban el estambre a mano; Cada telar ocupaba a dos cardadoras, un pasador de canillas, un tejedor y tres hilanderas.</p>
<p>Gran parte de lo producido por los fabricantes era vendido en el reino de Portugal, sin pagar aduanas (privilegio concedido por el rey Carlos III), lo que propici&oacute; el florecimiento de la industria textil de la villa. El progresivo desarrollo de los telares se manifest&oacute; en el aumento de los &quot;batanes&quot; (m&aacute;quinas compuestas de mazos de madera que golpeaban y enfurt&iacute;an los pa&ntilde;os), situados en la orilla del r&iacute;o Camaces.</p>";"Salamanca";"1260887608341";1261041340534;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041340534/DirectorioPadre";
"Museo Arqueológico de Lumbrales";;;"Torre del Reloj. Plaza Mayor s/n. 37240 Lumbrales. (Salamanca)";"Torre del Reloj. Plaza Mayor s/n.";"37240";"Lumbrales";"1179298266922";;"923 512270";"923 512161";;"ociolumbrales@gmail.com";"http://www.ayto-lumbrales.org";"40.934330053551626#-6.720585823059082#88";"<p>Este museo est&aacute; ubicado en la Torre del Reloj, recogiendo hallazgos encontrados en la comarca del Abadengo y entorno inmediato.<br />
Se pueden observar distintos utensilios del final del paleol&iacute;tico, de entorno al 100.000 a.c., como son bifaces, triedros, hendedores, hachas y martillos.</p>
<p>El recorrido pasar&aacute; por la II Edad de Hierro y la ocupacion romana.</p>";"Salamanca";"1260887608341";1261041343259;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041343259/DirectorioPadre";
"Casa Albercana";"Pública";;;"C/ La Puente, 9-11";"37624";"Alberca (La)";"1179298178382";;"923 415 036 / 923 415 291";;;;;"5.6143847#-73.821625#88";"<p><strong>Horario: <br />
</strong><br />
Semana Santa y Verano <br />
De Martes a Domingo de 11:00 a 14:00 y de 17:00 a 19:00 horas. <br />
<br />
Resto del a&ntilde;o <br />
S&aacute;bado, Domingo y&nbsp;festivos de 11:00 a 14:00 y de 16:00 a 18:00 horas. <br />
<br />
Reconstrucci&oacute;n de una casa con las dependencias y distribuci&oacute;n t&iacute;pica de la arquitectura popular albercana, decorada con mobiliario tradicional.</p>";"Salamanca";"1260887608341";1284236125478;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236125478/DirectorioPadre";
"Museo Etnográfico de Hinojosa de Duero";"Pública (Ayuntamiento)";;;"C/ Sánchez Terán, 55";"37230";"Hinojosa de Duero";"1179298259840";;"923 515 003 (Ayto)";;;;;"40.98744#-6.7942443#88";"<p>Dispone de una colecci&oacute;n de 16 impresionantes estelas romanas procedentes del t&eacute;rmino municipal.<br />
Tambi&eacute;n cuenta con una reproducci&oacute;n de la pintura rupestre de &quot; La Malgarrida &quot; y una completa colecci&oacute;n de fotos sobre la vida y costumbres de la villa.<br />
&nbsp;</p>";"Salamanca";"1260887608341";1284236152945;20130528;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236152945/DirectorioPadre";
"Museo de Arte Contemporáneo Esteban Vicente";;;"Plazuela Bellas Artes, s/n. 40001 Segovia (Segovia)";"Plazuela Bellas Artes, s/n.";"40001";"Segovia";"1179298563848";;"921 462010";"921 462277";;"museo@museoestebanvicente.es";"http://www.museoestebanvicente.es";"40.94922576369053#-4.121267795562744#94";"<p>El Palacio fue fundado hacia el a&ntilde;o 1.455 sobre la Casa de Ruiz D&iacute;az. Fue estancia de los Reyes Cat&oacute;licos en varias ocasiones. Al morir Isabel la Cat&oacute;lica, fue donado a Diego de Barros y al Licenciado Diego de Heredia, su hijo. En 1.510 perteneci&oacute; a varias familias: los Mercados, los Barros, los Porras y los Bracamontes.<br />
En 1.588 Juan L&oacute;pez de Medina y su mujer Catalina de Barros fundaron el Hospital de Viejos, construyendo la Capilla renacentista con artesonado mud&eacute;jar y las estatuas yacentes de los fundadores en hornacinas a los lados del presbiterio. El presbiterio tiene b&oacute;veda de crucer&iacute;a, donde se ha instalado el Auditorio del Museo.<br />
Sufri&oacute; sucesivas modificaciones, y en 1.778 se destin&oacute; a sede de la Escuela de Dibujo que ser&iacute;a despu&eacute;s la Escuela de Artes y Oficios.</p>
<p>Alojado en el Palacio, el Museo cuenta con un jard&iacute;n y la capilla de estilo renacentista que conserva un artesonado mud&eacute;jar. Alberga las obras donadas por Esteban Vicente, que constituyen la colecci&oacute;n permanente.</p>
<p>Esteban Vicente naci&oacute; en Tur&eacute;gano y estuvo muy relacionado con la Generaci&oacute;n del 27, formando parte del Expresionismo Abstracto Americano.</p>";"Segovia";"1260887608415";1261041368529;20130522;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041368529/DirectorioPadre";
"Casa-Museo Antonio Machado";;;"C/ Desamparados, 5. 40003 Segovia (Segovia)";"C/ Desamparados, 5.";"40003";"Segovia";"1179298563848";;"921 460377";;;"casamuseo@academiadesanquirce.org";"http://www.academiadesanquirce.org/casamuseo";"40.95123537376886#-4.125967025756836#94";"<p>Corr&iacute;a el a&ntilde;o 1919 cuando el poeta Antonio Machado lleg&oacute; a Segovia para ocupar una c&aacute;tedra en el Instituto de Bachillerato de la ciudad. Desde entonces y hasta que la abandon&oacute;, el a&ntilde;o 1932, tuvo habitaci&oacute;n en una casa de la calle de los Desamparados que, pasado el tiempo, fue adquirida por la Academia de Historia y Arte de San Quirce, que la convirti&oacute; en recuerdo permanente del poeta.<br />
Es un museo para la m&aacute;s &iacute;ntima evocaci&oacute;n. La casa, modesta, se mantiene tan desnuda como lo debi&oacute; estar cuando la habit&oacute; Don Antonio y a&uacute;n con los mismos muebles. La que fue su habitaci&oacute;n est&aacute; intacta y de las paredes, para materializar su ausencia, se han colgado diferentes versiones de su retrato, sacadas de viejas fotograf&iacute;as o plasmadas en &oacute;leos, dibujos y carteles que llevan las firmas de Rafael Pe&ntilde;uelas, Jes&uacute;s Unturbe, &Aacute;lvaro Delgado y Pablo Picasso.</p>";"Segovia";"1260887608415";1261041382688;20130520;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041382688/DirectorioPadre";
"Museo de la Academia de Artillería";;;"C/ San Francisco, 25. 40001 Segovia (Segovia)";"C/ San Francisco, 25.";"40001";"Segovia";"1179298563848";;"921 413806";"921 435464";;;"http://www.ejercito.mde.es/organizacion/acart/index/museo.html";"40.94613019624288#-4.117684364318848#94";"<p>El Cuartel de San Francisco, sito al pie del acueducto, alberga el Museo Espec&iacute;fico de la Academia de Artiller&iacute;a de Segovia. Organizado en cuatro salas &mdash;Armamento port&aacute;til y material diverso, Materiales, Cohetes y Ciencia y tecnolog&iacute;a&mdash;, ofrece una completa visi&oacute;n del progreso de esta Arma y del saber en los &uacute;ltimos siglos. En sus diferentes estancias se pueden contemplar desde el primer fusil elaborado en 1893 por la F&aacute;brica de Armas de Oviedo hasta el cohete Teruel o ejemplos de ingenios revolucionarios en su &eacute;poca, como la m&aacute;quina de Watt o la calculadora manual de Colman.</p>
<p>Horario: el Museo Espec&iacute;fico de la Academia de Artiller&iacute;a, organiza visitas concertadas previa petici&oacute;n por tel&eacute;fono o por escrito.</p>";"Segovia";"1260887608415";1261041383724;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041383724/DirectorioPadre";
"Centro Didáctico de la Judería";;;"C/ Judería Vieja, 12. 40001 Segovia (Segovia)";"C/ Judería Vieja, 12.";"40001";"Segovia";"1179298563848";;"921 466720";"921 466708";;"juderia@turismodesegovia.com";"http://www.turismodesegovia.com";"40.94943645148817#-4.124507904052734#94";;"Segovia";"1260887608415";1261041385337;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041385337/DirectorioPadre";
"Museo Rodera-Robles";;;"Casa del Hidalgo. C/ San Agustín s/n. 40001 Segovia (Segovia)";"Casa del Hidalgo. C/ San Agustín s/n.";"40001";"Segovia";"1179298563848";;"921 460207";;;"infomuseo@rodera-robles.org";"http://www.rodera-robles.org/elmuseo.htm";"40.9505384997822#-4.119894504547119#100";;"Segovia";"1260887608415";1261041386367;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041386367/DirectorioPadre";
"Museo del Molino";;;"Ctra N-110. 40163 Matamala (Segovia)";"Ctra N-110.";"40163";"Matabuena";"1179298458257";;"699060143";;;;;"41.10131285569227#-3.7534403800964355#94";;"Segovia";"1260887608415";1261041389062;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041389062/DirectorioPadre";
"Museo Cárcel de la Villa";;;"Ctra. De Pedraza a Arcones. 40172 Pedraza (Segovia)";"Ctra. De Pedraza a Arcones.";"40172";"Pedraza";"1179298536453";;"921 509960";"921 509902";;"fup@pedraza.net";"http://www.pedraza.net";"41.13050828702189#-3.809208869934082#94";"<p>Edificio pintoresco, que en la actualidad se puede visitar. Los gu&iacute;as narran las historias de esta c&aacute;rcel y sus celdas. Podr&aacute; ver c&oacute;mo era una mazmorra, los cepos para manos y pies con que se somet&iacute;a a los presos, la vivienda del carcelero, etc.</p>";"Segovia";"1260887608415";1261041395473;20130522;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041395473/DirectorioPadre";
"Museo de los Ángeles de Arte Contemporáneo";;;"C/ Calera, 1. 40370 Turégano (Segovia)";"C/ Calera, 1.";"40370";"Turégano";"1179298572046";;"921 501157";;;;;"41.16004614168688#-3.997650146484375#59";;"Segovia";"1260887608415";1261041404996;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041404996/DirectorioPadre";
"Museo de la Concatedral de San Pedro";;;"Plaza de San Pedro, s/n. 42002 Soria (Soria)";"Plaza de San Pedro, s/n.";"42002";"Soria";"1179469197687";;"975 220719";;;"carenhe@terra.es";;"41.76087665427132#-2.4683618545532226#88";"<p>Sus fondos est&aacute;n formados por diferentes muestras de arte sacro como tapices, pilas bautismales y tablas flamencas.</p>";"Soria";"1260887608488";1261041409610;20130522;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041409610/DirectorioPadre";
"Museo Etnográfico de Barca";;;"La Dehesa s/n. 42210 Barca (Soria)";"La Dehesa s/n.";"42210";"Barca";"1179469120754";;"975 304014";;;;;"41.45620425046384#-2.62174129486084#88";;"Soria";"1260887608488";1261041430614;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041430614/DirectorioPadre";
"Yacimiento-Museo de Numancia (Anexo del Museo Numantino)";;;"42162 Garray (Soria)";;"42162";"Garray";"1179469153532";;"975 180 712";;"975 229 872";"museo.soria@jcyl.es";;"41.8148259912181#-2.44720458984375#65";;"Soria";"1260887608488";1261041442673;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041442673/DirectorioPadre";
"Museo de Arte Sacro de la Colegiata de Medinaceli";;;"Plaza de la Colegiata s/n. 42240 Medinaceli (Soria)";"Plaza de la Colegiata s/n.";"42240";"Medinaceli";"1179469162258";;"975 326110";;;;;"41.17193508755518#-2.434844970703125#94";;"Soria";"1260887608488";1261041513635;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041513635/DirectorioPadre";
"Museo Monográfico de Tiermes (Filial del Museo Numantino de Soria)";;;"42341 Montejo de Tiermes (Soria)";;"42341";"Montejo de Tiermes";"1179469167390";;"975 352 051";"975 229 872";;"museo.soria@jcyl.es";;"41.36856413680967#-3.1990814208984375#65";;"Soria";"1260887608488";1261041516673;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041516673/DirectorioPadre";
"Museo de los Tapices";;;"Iglesia de San Millán. Barrio de Arriba. 42172 Oncala (Soria)";"Iglesia de San Millán. Barrio de Arriba.";"42172";"Oncala";"1179469176159";;"975 381133";;;;;"41.970387323699796#-2.3144030570983886#94";;"Soria";"1260887608488";1261041519187;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041519187/DirectorioPadre";
"Aula Arqueológica de Uxama. Centro Cultural San Agustín";;;;"Plaza Mayor, 5";"42300";"Burgo de Osma (El)";"1179469127073";;"975 360 116";;;;;"41.58733634484111#-3.066963851451874#94";"Se trata de un ambicioso proyecto que pretende dar a conocer a través de las técnicas más innovadoras y divertidas la historia del yacimiento de Uxama.<br />Para lograrlo se ha planteado un recorrido por las distintas etapas históricas de este yacimiento: la época celtibérica, romana y la etapa musulmana y medieval.<br />";"Soria";"1260887608488";1284236167989;20130613;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236167989/DirectorioPadre";
"Museo de Valladolid";;"Directora: Eloísa Wattenberg García";"-, Plaza de Fabio Nelli, s/n. 47003 Valladolid (Valladolid)";"Plaza de Fabio Nelli, s/n.";"47003";"Valladolid";"1179469311668";;"983 351389";"983 350422";;"museo.valladolid@jcyl.es";"http://www.museoscastillayleon.jcyl.es/museodevalladolid";"41.65604829822771#-4.728541374206543#94";;"Valladolid";"1260887608561";1261041538510;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041538510/DirectorioPadre";
"Museo de Oftalmología Doctor Saracíbar IOBA";;;"Facultad de Medicina. C/ Ramón y Cajal, 7. 47005 Valladolid (Valladolid)";"Facultad de Medicina. C/ Ramón y Cajal, 7.";"47005";"Valladolid";"1179469311668";;"983 423534";"983 423022";;;;"41.65436490967389#-4.7170186042785644#94";"<p>Situado en la Facultad de Medicina, el museo re&uacute;ne una colecci&oacute;n de instrumentos y aparatos relacionados con la oftalmolog&iacute;a, la mayor&iacute;a de ellos de finales del siglo XIX y principios del XX.</p>";"Valladolid";"1260887608561";1261041554972;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041554972/DirectorioPadre";
