Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido
Biblioteca Pública Municipal de Berlanga de Duero;;Mª Carmen Crespo López;C/ Real, 2. 42360 Berlanga de Duero;C/ Real, 2;42360;Berlanga de Duero;1,18E+12;;;;;bpm.berlanga@gmail.com;;41.46582039995208#-2.8600502014160156#88;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246986363/DirectorioPadre
Biblioteca Pública Municipal de San Esteban de Gormaz;;Buenaventura Muyo Jumilla;C/ Plaza San Esteban, 23. 42330 San Esteban de Gormaz;C/ Plaza San Esteban, 23;42330;San Esteban de Gormaz;1,18E+12;;975 350 921;;;biblioteca@sanesteban.com;;41.57145575994096#-3.2016563415527343#94;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247058027/DirectorioPadre
Biblioteca Pública Municipal de San Pedro Manrique;;Dolores Sáez Calonge;C/ La Picota, 11. 42174 San Pedro Manrique;C/ La Picota, 11;42174;San Pedro Manrique;1,18E+12;;;;;bpm.sanpedromanrique@gmail.com;;42.03024889444668#-2.2323060035705566#94;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247078580/DirectorioPadre
"Biblioteca Pública Municipal ""Las Peñuelas"" de Cigales";;Isabel Lara Muñoz;;Camino del Río, s/n;47270;Cigales;1,18E+12;;983 586 585;983 580 250;;biblioteca.cigales@dip-valladolid.es;;41.755178285983966#-4.695539474487305#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641879566/DirectorioPadre
Punto de Préstamo Barrio de La Victoria. Valladolid;;;Centro Cívico. C/ San Sebastián, 7. 47009 Valladolid;Centro Cívico. C/ San Sebastián, 7;47009;Valladolid;1,18E+12;;983 424 203;;;;;41.66512180633618#-4.733004570007324#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287461805/DirectorioPadre
Centro de Documentación y Biblioteca del Museo Patio Herreriano. Valladolid;;María Martín Velázquez;;C/ Jorge Guillén, 6, 4ª planta;47006;Valladolid;1,18E+12;;983 362 908;983 375 295;;biblioteca@museoph.org;http://museoph.org/MuseoPatioHerreriano/centro_de_documentacion;41.65563146325566#-4.730901718139648#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287792838/DirectorioPadre
Centro de Documentación Europea. Valladolid;;Pilar Sanz Gil;;Pza. de Sta. Cruz, 5, 3ª planta;47002;Valladolid;1,18E+12;;983 423 009;;983 185 830;cde@uva.es;http://www.cdoce.uva.es/;41.65919050581084#-4.713478088378906#82;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287864626/DirectorioPadre
"Centro de Documentación ""Rosa Chacel"". Valladolid";;;;Plaza Santa Cruz, 6. 4º;47002;Valladolid;1,18E+12;;983 423 000 (Ext. 6304), 983 397 325;;;cddocumujerva@infonegocio.com;http://www.rosachacel.org/centro-de-documentacion-y-biblioteca-de-la-mujer-de-valladolid_29595.html, http://www.rosachacel.org/index.html;41.65034063112265#-4.726653099060059#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287864627/DirectorioPadre
Biblioteca Pública Municipal Candelaria-Bloques de Zamora;Biblioteca Pública Municipal Candelaria-Bloques de Zamora;Rufina Velázquez de Francisco;C/ Juan Sebastián Elcano, 10. 49020 Zamora;C/ Juan Sebastián Elcano, 10;49020;Zamora;1,18E+12;;980 512 726;;;biblioteca@bibliotecazamora.com;http://www.bibliotecazamora.com/;41.506906129240505#-5.731000900268555#88;;Zamora;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1192600782688/DirectorioPadre
Biblioteca del Instituto de Estudios Zamoranos. Zamora;"Biblioteca del Instituto de Estudios Zamoranos ""Florián de Ocampo"". Zamora";Ana Belén Fernández Méndez ;Calle San Torcuato, 43 (Entrada Dr. Carracido, S/N), Edificio Colegio Universitario. 49014 Zamora;Calle San Torcuato, 43 (Entrada Dr. Carracido, S/N), Edificio Colegio Universitario;49014;Zamora;1,18E+12;;980 53 71 75;;;bibiez@telefonica.net;;41.507593081005226#-5.743569731712341#106;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282431811/DirectorioPadre
Biblioteca y Centro de Documentación del Museo Etnográfico de Castilla y León. Zamora;;Emilio Ruiz Trueba;C/ del Sacramento s/n. 49004 Zamora;C/ del Sacramento s/n;49004;Zamora;1,18E+12;;980 531 708;980 508 269;;documentacion@museo-etnografico.com;http://www.museo-etnografico.com;41.50296907211363#-5.7482099533081055#94;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282433979/DirectorioPadre
Biblioteca Pública Municipal Centro Cultural de Coreses;"Biblioteca Pública Municipal Centro Cultural ""Ramón Álvarez"" de Coreses";Cristina García Cuesta;;Plaza de Gonzalo Aguiar, 2;49530;Coreses;1,18E+12;;980 500 006 (Ayto.);;980 500 405 (Ayto.);BPM.CORES@gmail.com;;41.54815851009314#-5.622081756591797#82;;Zamora;1,28E+12;1,20E+12;20140825;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1197356481847/DirectorioPadre
Biblioteca Pública Municipal de Puebla de Sanabria;Biblioteca Pública Municipal de Puebla de Sanabria;Francisco Javier Franco Sanabria;;Plaza del Castillo, 1;49300;Puebla de Sanabria;1,18E+12;;980 620 862 (Btca.), 980 620 002 (Ayto.);;980 620 894 (Ayto.);BPM.PUEBLADESANABRIA@gmail.com;;42.055219735615616#-6.634025573730469#88;;Zamora;1,28E+12;1,20E+12;20140825;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1203343838975/DirectorioPadre
"Biblioteca Pública Municipal ""Parque Alameda""";;;;"Centro Cívico ""José María Luemo"". C/ Armuña, 3.";47008;Valladolid;1,18E+12;;983 131 166;;;;;41.620483#-4.7494087#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1203344068903/DirectorioPadre
Biblioteca Pública Municipal de Madrigal de las Altas Torres;;María Ángeles Gutiérrez - Lucia Grande Calvo;Plaza del Cristo, s/n 05220 Madrigal de las Altas Torres;Plaza del Cristo, s/n;5220;Madrigal de las Altas Torres;1,18E+12;;920 320 651;;;ayuntamientodemadrigal@aytomadrigal.es, bibliomadrigal@hotmail.com;;41.08713076718527#-4.9970680475234985#106;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120403593/DirectorioPadre
Biblioteca Pública Municipal de Piedrahita;;Daniela González Castro;Plaza España, 1. 05500 Piedrahita;Plaza España, 1;5500;Piedrahíta;1,18E+12;;920 361 144;;;biblioteca@aytopiedrahita.com;;40.463405118067236#-5.327529609203339#112;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120404186/DirectorioPadre
Biblioteca Pública Municipal de El Tiemblo;;Alberto Blázquez del Pino;Plaza Maestro Piquero s/n 05270 El Tiemblo;Plaza Maestro Piquero s/n;5270;Tiemblo (El);1,18E+12;;918 625 014;;;;;40.41529724191758#-4.50290322303772#112;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120405480/DirectorioPadre
Biblioteca Pública Municipal de Hoyos del Espino;;Ana Isabel Veneros García;C/ Claudio Sánchez Albornoz, s/n 05634 Hoyos del Espino;C/ Claudio Sánchez Albornoz, s/n;5634;Hoyos del Espino;1,18E+12;;920 349 007;;;bibliopijhoyosespino@gmail.com;;40.35662038004547#-5.174803286790848#118;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120405987/DirectorioPadre
Biblioteca Diocesana y Catedralicia de Ávila;;Justo García González;Avenida de la Inmaculada 05005 Ávila;Avenida de la Inmaculada;5005;Ávila;1,18E+12;;920 220 192;;;;;40.661930132663265#-4.688866138458252#100;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193727701498/DirectorioPadre
Biblioteca Pública Municipal de Ávila;"Biblioteca ""Olegario González de Cardedal""";Inmaculada Gutiérrez Rogero;C/ Jesús Jiménez, s/n 05003 Ávila;C/ Jesús Jiménez, s/n;5003;Ávila;1,18E+12;;920 354 000 Ext. 808;;;bcardedal@ayuntavila.com;http://www.avila.es/areas-destacadas/bibliotecas-municipales;40.646131344678295#-4.6856689453125#94;;Ávila;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1213607813005/DirectorioPadre
Biblioteca Pública Municipal de Briviesca;;Luis Julián Fernández Sáez;;C/ Marqués de Torre Soto, 8;9240;Briviesca;1,18E+12;;947 591 818;947 592 310;;biblioteca_briviesca@yahoo.es;http://www.ayto-briviesca.com/servicios/ficha.asp?id=5;42.551626044707035#-3.3214759826660156#82;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193219664631/DirectorioPadre
Biblioteca Pública Municipal de Huerta del Rey;Biblioteca Pública Municipal de Huerta del Rey;Ana Cristina Portillo Alvar;;Avda. Alonso López, 1;9430;Huerta de Rey;1,18E+12;;947 388 483 (Biblioteca), 947 388 001 (Ayto);;;bibliotecashuerta@hotmail.com;;41.8398972879034#-3.347010612487793#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193292153701/DirectorioPadre
Biblioteca Pública Municipal de Villasana de Mena;;Ana Isabel Henales Oteo;;C/ Eladio Bustamente, 12, bajo;9580;Valle de Mena;1,18E+12;;947 126 915, 947 126 211 (Ayto.);;;biblioteca@valledemena.es;http://www.valledemena.es/f/44/6/Valle-de-Mena/Servicios-de-informacion/Biblioteca-Municipal;43.104053596097636#-3.2775306701660156#82;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193378560233/DirectorioPadre
Biblioteca Pública Municipal Gonzalo de Berceo de Burgos;;Juan Carlos Pérez Manrique;;C/ Pedro Alfaro, s/n;9007;Burgos;1,18E+12;;947 288 880;;;biblioteca@aytoburgos.es;http://www.aytoburgos.es/biblioteca/salas-y-bibliotecas/biblioteca-gonzalo-de-berceo;42.3530892176744#-3.6646270751953125#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1193471127162/DirectorioPadre
Biblioteca del Centro de Referencia Estatal de Atención a Personas con Enfermedades Raras;;Área Técnica II del Centro;;C/ Bernardino Obregón 24;9001;Burgos;1,18E+12;;947 253 950;947 253 987;;info@creenfermedadesraras.es;http://www.creenfermedadesraras.es/creer_01/documentacion/index.htm;42.34192463515879#-3.7205886840820312#76;;Burgos;1,28E+12;1,27E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1272285653043/DirectorioPadre
Biblioteca Pública Municipal de Carrizo de la Ribera;Biblioteca Pública Municipal de Carrizo de la Ribera;Nuria Láiz Martínez;C/ Doctor González, 21. 24270 Carrizo de la Ribera (León);C/ Doctor González, 21;24270;Carrizo de la Ribera;1,18E+12;;987 357 113, 987 357 008 (Ayto.);;;;;42.58321661227295#-5.823826789855957#94;;León;1,28E+12;1,19E+12;20140314;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1194505261909/DirectorioPadre
Biblioteca Pública Municipal de La Bañeza;Biblioteca Pública Municipal de La Bañeza;Lucía Miguélez Vecino;C/ Padre Miguélez, 19;C/ Padre Miguélez, 19;24750;Bañeza (La);1,18E+12;;987 640 952 Ayto., 987 644 563;978 642 056 Ayto.;;biblioteca@aytobaneza.net;;42.299047861940664#-5.89765191078186#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194591159948/DirectorioPadre
Biblioteca Pública Municipal de Aguilar de Campoo;;Enrique Bravo Robles;C/ Maricadilla, nº 7. 34800 Aguilar de Campoo;C/ Maricadilla, nº 7;34800;Aguilar de Campoo;1,18E+12;;979 123 721;;;biblioteca@bernardoelcarpio.e.telefonica.net;http://bpmaguilar.wordpress.com/, http://es-es.facebook.com/bibliotecamunicipaldeaguilardecampoo;42.79373162818647#-4.259884357452393#100;;Palencia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1194332683778/DirectorioPadre
Biblioteca Pública Municipal de Guardo;;Aurora García Merino;C/ Santa Bárbara, s/n. 34880 Guardo;C/ Santa Bárbara, s/n;34880;Guardo;1,18E+12;;979 852 590;;;biblioteca@guardo.org;;42.78938565418172#-4.846526384353638#100;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196637859/DirectorioPadre
Biblioteca Pública Municipal de Santibáñez de la Peña;;Eloísa Bernardo Maté;C/ La Magdalena, s/n. 34870 Santibáñez de la Peña;C/ La Magdalena, s/n;34870;Santibáñez de la Peña;1,18E+12;;979 860 260;;;biblioteca.santibanez@hotmail.com;;42.81125414407196#-4.728487730026245#100;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196677551/DirectorioPadre
Biblioteca Pública Municipal de Ledesma;;Esteban Javier Martín Cuadrado;;Calzada de San Pedro, 6;37100;Ledesma;1,18E+12;;923 57 00 86;;923 57 06 00;biblioledesma@hotmail.com;;41.08785854293864#-5.999264717102051#88;;Salamanca;1,28E+12;1,20E+12;20140516;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1195686996655/DirectorioPadre
Biblioteca Pública Municipal de Lumbrales;;Marisol Benito Gajate;;C/ Las Cruces, 48;37240;Lumbrales;1,18E+12;;923 512 375;;;puntoinfjuvenil@terra.es;;40.937961091222355#-6.722517013549805#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686997533/DirectorioPadre
Biblioteca Pública Municipal de Cantalpino;;Cristina López Peralta;;C/ Vallesa, 28;37405;Cantalpino;1,18E+12;;923 532 252;;923 532 151;amarlo9@hotmail.com;;41.05459904869285#-5.330471992492676#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195687015392/DirectorioPadre
Biblioteca Pública Municipal de Fuentes de Oñoro;Biblioteca Pública Municipal de Fuentes de Oñoro;Ana Teresa Ribeiro;Plaza de Europa, 1. 37480 Fuentes de Oñoro ( Salamanca );Plaza de Europa, 1;37480;Fuentes de Oñoro;1,18E+12;;923 473 008;;923 473 021;alcaldefo@microshopnet.net;;40.60584012944787#-6.823453903198242#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195687063419/DirectorioPadre
Biblioteca Pública Municipal de Robleda;;Tomás Mateos Calzada;;Plaza de la Constitución, 1;37521;Robleda;1,18E+12;;923 486 201;;923 486 201;aytorobleda@retemail.es;;40.38486655180834#-6.607246398925781#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801332370/DirectorioPadre
Taller de Lectura del Barrio Vidal de Salamanca;;;C/ Emigdio de la Riva, 17. 37006 Salamanca;C/ Emigdio de la Riva, 17;37006;Salamanca;1,18E+12;;;;;;http://bibliotecas.aytosalamanca.es/;40.975232520986964#-5.667057037353516#88;;Salamanca;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1207035241688/DirectorioPadre
Biblioteca Pública Municipal de Navas de Oro;;Mª Ángeles Vela Muñoz;Plaza Orceña, 1. 40470 Navas de Oro;Plaza Orceña, 1;40470;Navas de Oro;1,18E+12;;921 591 000;;;marianvela17@hotmail.com;;41.194447097364396#-4.440364837646484#88;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671289/DirectorioPadre
"Biblioteca Pública Municipal ""Cronista Herrera"" de Cuéllar";;Ainhoa Iglesias Bayón;C/ Escuelas Viejas, 9. 40200 Cuéllar;C/ Escuelas Viejas, 9;40200;Cuéllar;1,18E+12;;921 144 855;;;biblioteca.municipal@aytocuellar.es;;41.400151376049074#-4.314665794372559#88;;Segovia;1,28E+12;1,19E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1191996715191/DirectorioPadre
Biblioteca Pública de Segovia;;;;C/ Juan Bravo, 11;40001;Segovia;1,18E+12;;921 463 533;;921 463 523;bpsegovia@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla66y33/1284212879636/_/_/_;40.94905356643355#-4.122339338064194#106;;Segovia;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284270495825/DirectorioPadre
Biblioteca Pública Municipal de Abejar;;;C/ Barrancazo, s/n. 42146 Abejar;C/ Barrancazo, s/n;42146;Abejar;1,18E+12;;;;;;;41.80785289119745#-2.7850770950317383#88;"<p>Servicio interrumpido.</p>
<p>Recibe visita Bibliob&uacute;s A, Ruta 3</p>";Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246970320/DirectorioPadre
Biblioteca Pública Municipal de Almazán;;Ana Isabel Ibáñez Soriano ;C/ Plaza de los Olmos, 7. 42200 Almazán;C/ Plaza de los Olmos, 7;42200;Almazán;1,18E+12;;975 301 280;;;tirsobiblio@hotmail.com;;41.48620577874484#-2.535223960876465#88;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246974817/DirectorioPadre
Biblioteca Pública Municipal de Almarza;;Nicolás Romera Alcazar;C/ Marqués de Vadillo, 27. 42160 Almarza;C/ Marqués de Vadillo, 27;42160;Almarza;1,18E+12;;975 250 215;;;frayconrado@hotmail.com;;41.94458516685302#-2.4683618545532226#88;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246981010/DirectorioPadre
Biblioteca Pública Municipal de Medinaceli;;Irene Arteaga Quiñónez;C/ Severo Ochoa, 12. 42240 Medinaceli;C/ Severo Ochoa, 12;42240;Medinaceli;1,18E+12;;;;;bpm.medinaceli@gmail.com;;41.16540935714983#-2.424008846282959#94;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247024300/DirectorioPadre
Biblioteca Pública Municipal de Portillo;;Purificación Garrote Martín;;Subida Distrito 1, 2º;47160;Portillo;1,18E+12;;983 556 583;;;pgmpuri@hotmail.com;;41.47627111902542#-4.590611457824707#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641920955/DirectorioPadre
Biblioteca Pública Municipal de Tordesillas;;Rita Santiago Valea;Pza Presentación Bastida, 1. Casas del Tratado. 47100 Tordesillas (Valladolid);Pza Presentación Bastida, 1. Casas del Tratado;47100;Tordesillas;1,18E+12;;983 796 392;;;biblioteca@tordesillas.net;;41.50089599480836#-5.000410079956055#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641923256/DirectorioPadre
Punto de Préstamo Barrio de La Pilarica. Valladolid;;;;Centro Cívico. C/ Puente la Reina, 1;47011;Valladolid;1,18E+12;;983 396 577;;;;;41.652232554345595#-4.707427024841309#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287459920/DirectorioPadre
Centro de Información, Documentación y Estudios Sociolaborales (CIDES). Valladolid;;;;C/ San Benito,1;47003;Valladolid;1,18E+12;;983 426 192;983 426 372;;cides@ava.es;http://ime.nds.es/IME/CIDES;41.65473365569172#-4.729142189025879#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287827444/DirectorioPadre
Biblioteca Pública Municipal de Santovenia de Pisuerga;;Belinda Escribano Corral;;C/ Real, s/n;47155;Santovenia de Pisuerga;1,18E+12;;983 404 092;;;biblioteca.santovenia@dip-valladolid.es;;41.68919406962503#-4.689702987670898#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1203344709434/DirectorioPadre
Biblioteca Pública de Valladolid;;;;Plaza de la Trinidad, 2;47003;Valladolid;1,18E+12;;983 358 599;;983 359 040;bpvalladolid@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla66y33/1276515979208/_/_/_;41.65734888616055#-4.730241894721985#112;;Valladolid;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284253069897/DirectorioPadre
Biblioteca Pública Municipal Centro Cultural de Benavente;"Biblioteca Pública Municipal Centro Cultural ""Soledad González"" de Benavente";María José Pérez Rodríguez;Paseo Soledad González, 3. 49600 Benavente (Zamora);Paseo Soledad González, 3;49600;Benavente;1,18E+12;;980 632 568 (Btca.), 980 630 445 (Ayto.);;980 632 568 (Btca.), 980 636 108 (Ayto.);mjperez@benavente.es;http://www.benavente.es/aytobenavente/Servicios%20al%20Ciudadano/Biblioteca/Informaci%F3n%20general/Presentaci%F3n;42.00514068119825#-5.682120323181152#94;;Zamora;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1191909662905/DirectorioPadre
Biblioteca del Campus Viriato de la Universidad de Salamanca. Zamora;;Carmen Flores Ramos;Campus Viriato, Avda. Requejo, 33. 49022 Zamora;Campus Viriato, Avda. Requejo, 33;49022;Zamora;1,18E+12;;980 545 000 Ext. 3709;980 545 005;;;http://sabus.usal.es/;41.51269075845857#-5.7343590259552#94;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282424254/DirectorioPadre
Biblioteca Pública Municipal de Manganeses de la Lampreana;Biblioteca Pública Municipal de Manganeses de la Lampreana;Elvira Calvo Temprano;Plaza Ayuntamiento, 1. 49130 Manganeses de la Lampreana (Zamora);Plaza Ayuntamiento, 1;49130;Manganeses de la Polvorosa;1,18E+12;;980 588 114(Ayto.);;980 588 114 (Ayto.);BPM.MANGA@gmail.com;;41.75101623663362#-5.7119035720825195#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344050578/DirectorioPadre
Biblioteca Pública Municipal de Villamayor de Campos;Biblioteca Pública Municipal de Villamayor de Campos;Justa Palmero Aguado;Plaza Nueva de España, 8. 49131 Villamayor de Campos (Zamora);Plaza Nueva de España, 8;49131;Villamayor de Campos;1,18E+12;;980 662 635 (Ayto.);;980 662 635 (Ayto.);BPM.VCAMP@gmail.com;;41.898923121929165#-5.360298156738281#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344084139/DirectorioPadre
Biblioteca Pública Municipal de El Barraco;;Teo Somoza García;C/ Mercado Chico, 85 Bajo 05110 El Barraco;C/ Mercado Chico, 85 Bajo;5110;Barraco (El);1,18E+12;;920 281 556;;;bibliotecamunicipal@elbarraco.org;;40.4755011792341#-4.641994535923004#112;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1192514468294/DirectorioPadre
Biblioteca Pública Municipal de Casavieja;;Sagrario Fuentes Pulido;C/ Cuartel, 3 05450 Casavieja;C/ Cuartel, 3;5450;Casavieja;1,18E+12;;918 678 001;;;;;40.281179023177025#-4.7660306096076965#112;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120400406/DirectorioPadre
