INCIDENTID,TYPE,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140781958,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,RICHMOND,"ARREST, CITED",ANZA ST / 12TH AV,POINT(37.7787992829769 -122.470566332254)
146193151,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,0.0 Block of POLK ST,POINT(37.7771953179282 -122.417915421366)
140789736,VEHICLE_THEFT,STOLEN MOTORCYCLE,2014-12-29,MISSION,NONE,200.0 Block of CHURCH ST,POINT(37.7665570909525 -122.428999946493)
140782116,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",2014-12-29,MISSION,NONE,1600.0 Block of BRYANT ST,POINT(37.7663212083511 -122.410514535154)
140663635,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,BAYVIEW,"ARREST, CITED",NEWHALL ST / NEWCOMB AV,POINT(37.7362897861075 -122.391648748966)
140649362,WEAPON_LAWS,POSS OF PROHIBITED WEAPON,2014-12-29,MISSION,"ARREST, BOOKED",400.0 Block of CASTRO ST,POINT(37.7626462904368 -122.435142889734)
146180437,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,700.0 Block of MARKET ST,POINT(37.7863815378855 -122.405088881311)
140776802,TRESPASS,TRESPASSING,2014-12-29,BAYVIEW,"ARREST, BOOKED",5100.0 Block of 3RD ST,POINT(37.7309859774278 -122.391985051905)
140830981,NON_CRIMINAL,LOST PROPERTY,2014-12-29,MISSION,NONE,100.0 Block of UTAH ST,POINT(37.7681715130868 -122.406734554631)
140681671,DRIVING_UNDER_THE_INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,2014-12-29,BAYVIEW,"ARREST, BOOKED",3RD ST / THORNTON AV,POINT(37.7306423400324 -122.392148300263)
146159012,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,INGLESIDE,NONE,500.0 Block of ARLINGTON ST,POINT(37.7341731029251 -122.431079106598)
140679369,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,NORTHERN,NONE,2100.0 Block of UNION ST,POINT(37.7971143734391 -122.434413192334)
146180443,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,SOUTHERN,NONE,HAWTHORNE ST / HARRISON ST,POINT(37.7834404321474 -122.396265814237)
140783625,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,CENTRAL,NONE,300.0 Block of PINE ST,POINT(37.7920419188871 -122.401712681046)
140661338,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,MISSION,PSYCHOPATHIC CASE,600.0 Block of VALENCIA ST,POINT(37.7629080944919 -122.421737705281)
140674983,MISSING_PERSON,FOUND PERSON,2014-12-29,PARK,NONE,100.0 Block of BELVEDERE ST,POINT(37.7672260381371 -122.449190820055)
140682118,WARRANTS,WARRANT ARREST,2014-12-29,SOUTHERN,"ARREST, BOOKED",MISSION ST / 11TH ST,POINT(37.7743242868204 -122.417104895556)
140715662,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",2014-12-29,INGLESIDE,NONE,100.0 Block of EASTWOOD DR,POINT(37.7293178698404 -122.457645928424)
140826112,MISSING_PERSON,FOUND PERSON,2014-12-29,INGLESIDE,LOCATED,200.0 Block of EDINBURGH ST,POINT(37.7253360178977 -122.428857622836)
140697866,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,SOUTHERN,NONE,0.0 Block of SHERIDAN ST,POINT(37.7725149835217 -122.411400739277)
140736395,FRAUD,DEFRAUDING AN INNKEEPER,2014-12-29,CENTRAL,"ARREST, CITED",900.0 Block of MASON ST,POINT(37.7923221472574 -122.410876077462)
140769750,OTHER_OFFENSES,PAROLE VIOLATION,2014-12-29,TARAVAL,"ARREST, BOOKED",3200.0 Block of 20TH AV,POINT(37.7290910125835 -122.476011600296)
140757454,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",2014-12-29,INGLESIDE,NONE,1000.0 Block of BOWDOIN ST,POINT(37.7223710607953 -122.409224343035)
146169685,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,200.0 Block of INTERSTATE80 HY,POINT(37.8170463264521 -122.370740926948)
146166211,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,800.0 Block of JOHNFKENNEDY DR,POINT(37.771620511378 -122.476995023031)
140680009,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,BAYVIEW,"ARREST, CITED",1500.0 Block of PALOU AV,POINT(37.7331046457182 -122.389436712)
140644049,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,CENTRAL,NONE,GEARY ST / STOCKTON ST,POINT(37.7875673013351 -122.406592269796)
140697474,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,INGLESIDE,"ARREST, CITED",SAN JOSE AV / 30TH ST,POINT(37.742296068187 -122.423286810998)
140684396,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,PINE ST / BUCHANAN ST,POINT(37.7883672816398 -122.43035733524)
140670793,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",MARKET ST / 10TH ST,POINT(37.7765400380625 -122.417504703145)
140824144,NON_CRIMINAL,COURTESY REPORT,2014-12-29,CENTRAL,UNFOUNDED,100.0 Block of FRANCISCO ST,POINT(37.8053634523936 -122.407737945893)
140752006,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,TARAVAL,"ARREST, CITED",IRVING ST / 19TH AV,POINT(37.7635584597077 -122.477172370751)
140814797,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,PARK,NONE,HAIGHT ST / ASHBURY ST,POINT(37.7700061988654 -122.446933310975)
140795937,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,MISSION,NONE,25TH ST / HARRISON ST,POINT(37.7510350321901 -122.411747062829)
140809130,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",2014-12-29,SOUTHERN,NONE,1600.0 Block of FOLSOM ST,POINT(37.7702963955252 -122.415219949681)
140764879,MISSING_PERSON,FOUND PERSON,2014-12-29,BAYVIEW,LOCATED,300.0 Block of HALE ST,POINT(37.7311085431525 -122.411527730725)
146186764,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140737036,WARRANTS,WARRANT ARREST,2014-12-29,INGLESIDE,"ARREST, BOOKED",MISSION ST / NEY ST,POINT(37.7298605291305 -122.430183053756)
140818454,NON_CRIMINAL,LOST PROPERTY,2014-12-29,TENDERLOIN,NONE,LARKIN ST / ELLIS ST,POINT(37.7842362878183 -122.417710344726)
140819305,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,2014-12-29,INGLESIDE,NONE,MOSCOW ST / ITALY AV,POINT(37.7150386377466 -122.432322444134)
140768962,NON_CRIMINAL,AIDED CASE,2014-12-29,INGLESIDE,NONE,SAN JOSE AV / ONEIDA AV,POINT(37.7226927058683 -122.444943499896)
140643160,OTHER_OFFENSES,RESISTING ARREST,2014-12-29,TENDERLOIN,"ARREST, BOOKED",300.0 Block of EDDY ST,POINT(37.7838024414891 -122.413891593533)
140655739,MISSING_PERSON,MISSING ADULT,2014-12-29,PARK,LOCATED,1400.0 Block of 7TH AV,POINT(37.7614621252953 -122.464027996548)
140784093,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,BAYVIEW,"ARREST, BOOKED",1500.0 Block of NEWHALL ST,POINT(37.7348012804434 -122.393044082696)
140816420,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,PARK,PSYCHOPATHIC CASE,600.0 Block of STANYAN ST,POINT(37.7693364936308 -122.453527289521)
146172086,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,2200.0 Block of BROADWAY ST,POINT(37.794457213444 -122.433666538411)
140818664,LARCENY_THEFT,"LOST PROPERTY, PETTY THEFT",2014-12-29,MISSION,"ARREST, CITED",16TH ST / MISSION ST,POINT(37.7650501214965 -122.419671780296)
146195527,NON_CRIMINAL,LOST PROPERTY,2014-12-29,SOUTHERN,NONE,600.0 Block of 8TH ST,POINT(37.7707698013125 -122.404570297412)
140713989,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,CENTRAL,NONE,1100.0 Block of UNION ST,POINT(37.7993344044781 -122.418246577225)
140650494,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,3400.0 Block of BAKER ST,POINT(37.8028091041274 -122.446957711921)
140784996,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,INGLESIDE,"ARREST, CITED",MISSION ST / OCEAN AV,POINT(37.7239104471049 -122.435385454946)
140711789,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,NORTHERN,NONE,700.0 Block of STEINER ST,POINT(37.7758662825048 -122.432743845505)
140646368,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,SOUTHERN,NONE,200.0 Block of CLARA ST,POINT(37.7779460450589 -122.404236250311)
140745700,OTHER_OFFENSES,RESISTING ARREST,2014-12-29,BAYVIEW,"ARREST, BOOKED",3RD ST / PALOU AV,POINT(37.7340152181019 -122.390971734551)
140761148,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,NORTHERN,NONE,MARKET ST / CHURCH ST,POINT(37.7675027327098 -122.428950032727)
146196575,NON_CRIMINAL,LOST PROPERTY,2014-12-29,INGLESIDE,NONE,OCEAN AV / SAN JOSE AV,POINT(37.7229679041421 -122.444746663003)
140703184,OTHER_OFFENSES,RESISTING ARREST,2014-12-29,MISSION,"ARREST, BOOKED",14TH ST / FOLSOM ST,POINT(37.768536012388 -122.41561633832)
140710446,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,2014-12-29,NORTHERN,NONE,600.0 Block of VANNESS AV,POINT(37.7810426839247 -122.420401190379)
140688536,OTHER_OFFENSES,LOST/STOLEN LICENSE PLATE,2014-12-29,CENTRAL,NONE,LEAVENWORTH ST / PINE ST,POINT(37.790254001398 -122.415560469006)
146195561,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,700.0 Block of MARKET ST,POINT(37.7864136230313 -122.404929009039)
140671315,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,2014-12-29,BAYVIEW,"ARREST, BOOKED",4900.0 Block of 3RD ST,POINT(37.7336350824394 -122.391059793786)
146176470,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,INGLESIDE,NONE,500.0 Block of PORTOLA DR,POINT(37.7457678147855 -122.450907615286)
140647714,MISSING_PERSON,FOUND PERSON,2014-12-29,RICHMOND,LOCATED,1700.0 Block of BAKER ST,POINT(37.7868819675394 -122.443461690538)
140795125,VEHICLE_THEFT,STOLEN MOTORCYCLE,2014-12-29,SOUTHERN,NONE,400.0 Block of BERRY ST,POINT(37.771990596939 -122.398355300832)
140775359,WARRANTS,ENROUTE TO PAROLE OFFICER,2014-12-29,INGLESIDE,"ARREST, BOOKED",AVALON AV / NAPLES ST,POINT(37.7255200709418 -122.427684046772)
140762500,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,SOUTHERN,PSYCHOPATHIC CASE,1400.0 Block of MARKET ST,POINT(37.7751766382128 -122.419279295168)
140690503,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,100.0 Block of BUCHANAN ST,POINT(37.7706710441434 -122.426742462718)
140759739,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",2014-12-29,TENDERLOIN,"ARREST, BOOKED",100.0 Block of POWELL ST,POINT(37.785591385868 -122.407917102537)
146162071,NON_CRIMINAL,LOST PROPERTY,2014-12-29,CENTRAL,NONE,MASON ST / PACIFIC AV,POINT(37.7962908193819 -122.411721445339)
140752266,ASSAULT,BATTERY,2014-12-29,CENTRAL,"ARREST, BOOKED",300.0 Block of GEARY ST,POINT(37.7872851686428 -122.409076506127)
146170529,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,1800.0 Block of LYON ST,POINT(37.7883189364145 -122.445721581015)
140821764,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,CENTRAL,NONE,300.0 Block of JEFFERSON ST,POINT(37.8080421498864 -122.417479910352)
140717630,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,0.0 Block of AGNON AV,POINT(37.7347922629901 -122.422492741669)
140806396,OTHER_OFFENSES,RESISTING ARREST,2014-12-29,INGLESIDE,"ARREST, BOOKED",200.0 Block of JUDSON AV,POINT(37.7283086285172 -122.446576598678)
140810234,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,INGLESIDE,"ARREST, BOOKED",2300.0 Block of BAY SHORE BL,POINT(37.7115375400767 -122.403534219592)
146163900,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
146166465,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,300.0 Block of IVY ST,POINT(37.7774523824141 -122.423148086608)
146168552,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,INGLESIDE,NONE,2100.0 Block of SUNNYDALE AV,POINT(37.7139495833841 -122.423167656741)
140797585,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,TENDERLOIN,NONE,OFARRELL ST / TAYLOR ST,POINT(37.7859963050773 -122.411328369311)
140832874,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,INGLESIDE,NONE,0.0 Block of OCEAN AV,POINT(37.7238319934609 -122.435774451182)
140826253,BURGLARY,SAFE BURGLARY OF A HOTEL,2014-12-29,NORTHERN,NONE,1400.0 Block of LOMBARD ST,POINT(37.8012311436573 -122.425385696673)
140809118,TRESPASS,TRESPASSING,2014-12-29,MISSION,"ARREST, BOOKED",900.0 Block of POTRERO AV,POINT(37.7568815847358 -122.406662657485)
140763730,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",MARKET ST / 6TH ST,POINT(37.7822305870333 -122.41029351969)
140770218,NON_CRIMINAL,AIDED CASE,2014-12-29,SOUTHERN,NONE,700.0 Block of NATOMA ST,POINT(37.7764276351914 -122.412260181029)
140842845,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,SOUTHERN,NONE,100.0 Block of VALENCIA ST,POINT(37.7715678464529 -122.422566016964)
140782241,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",2014-12-29,SOUTHERN,JUVENILE BOOKED,1600.0 Block of FOLSOM ST,POINT(37.769725790262 -122.415562856537)
140820114,LARCENY_THEFT,"LOST PROPERTY, GRAND THEFT",2014-12-29,BAYVIEW,NONE,1000.0 Block of SILLIMAN ST,POINT(37.7286091313694 -122.415280309486)
140737321,DRUG_NARCOTIC,POSSESSION OF MARIJUANA,2014-12-29,NORTHERN,NONE,LOMBARD ST / VANNESS AV,POINT(37.8013041478277 -122.424541870484)
140801142,OTHER_OFFENSES,SPEEDING,2014-12-29,PARK,"ARREST, CITED",HAIGHT ST / BRODERICK ST,POINT(37.7710564445042 -122.438710976559)
140699806,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",MISSION ST / ANNIE ST,POINT(37.7868512406147 -122.401264374737)
140793680,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",2014-12-29,CENTRAL,"ARREST, BOOKED",1600.0 Block of THE EMBARCADERONORTH ST,POINT(37.8064164582386 -122.404864532748)
140688508,WARRANTS,WARRANT ARREST,2014-12-29,NORTHERN,"ARREST, BOOKED",1400.0 Block of WEBSTER ST,POINT(37.7845468854859 -122.431245374564)
140754820,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,RICHMOND,NONE,MARTIN LUTHER KING JR DR / CROSSOVER DR,POINT(37.7660604768749 -122.47736353874)
140798094,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,SOUTHERN,"ARREST, CITED",BRYANT ST / 6TH ST,POINT(37.7760382838642 -122.402527594665)
146217074,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,TARAVAL,NONE,0.0 Block of HOWTH ST,POINT(37.7229832744859 -122.449697046202)
140786453,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",2014-12-29,BAYVIEW,NONE,400.0 Block of BURROWS ST,POINT(37.7279670127592 -122.40728134378)
140679773,LARCENY_THEFT,GRAND THEFT BICYCLE,2014-12-29,CENTRAL,NONE,600.0 Block of GREEN ST,POINT(37.7994780671051 -122.409402229971)
146167623,NON_CRIMINAL,LOST PROPERTY,2014-12-29,SOUTHERN,NONE,SPEAR ST / FOLSOM ST,POINT(37.7900712300995 -122.390976572154)
140662671,DRUG_NARCOTIC,POSSESSION OF METH-AMPHETAMINE,2014-12-29,NORTHERN,"ARREST, BOOKED",CEDAR ST / LARKIN ST,POINT(37.7865662290961 -122.418182397674)
146157834,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,FOLSOM ST / 7TH ST,POINT(37.7767462195685 -122.407844136792)
140712953,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,MISSION,NONE,SOUTH VAN NESS AV / 17TH ST,POINT(37.763571895619 -122.41733258259)
140722435,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,MISSION,NONE,2000.0 Block of MISSION ST,POINT(37.7638361941976 -122.419597191746)
140854135,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,MISSION,NONE,VALENCIA ST / 17TH ST,POINT(37.7632996946235 -122.421733767763)
140731458,ASSAULT,CHILD ABUSE (PHYSICAL),2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140654236,DRUG_NARCOTIC,POSSESSION OF MARIJUANA,2014-12-29,SOUTHERN,"ARREST, CITED",1000.0 Block of MARKET ST,POINT(37.7812886524764 -122.411550531507)
146159686,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,PARK,NONE,200.0 Block of CASTRO ST,POINT(37.7653276519284 -122.435393004875)
140741300,OTHER_OFFENSES,PROBATION VIOLATION,2014-12-29,TENDERLOIN,"ARREST, BOOKED",TURK ST / HYDE ST,POINT(37.7825851968764 -122.415694922134)
140736408,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,RICHMOND,"ARREST, CITED",CALIFORNIA ST / 17TH AV,POINT(37.7842690832606 -122.476436219833)
140760532,LARCENY_THEFT,GRAND THEFT SHOPLIFTING,2014-12-29,SOUTHERN,NONE,800.0 Block of MARKET ST,POINT(37.7850491022993 -122.406659517434)
140714266,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,2014-12-29,PARK,"ARREST, BOOKED",700.0 Block of STANYAN ST,POINT(37.7691473630575 -122.453573538836)
140709013,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,MISSION,NONE,24TH ST / MISSION ST,POINT(37.7522391652921 -122.418448186101)
140790147,ASSAULT,CHILD ABUSE (PHYSICAL),2014-12-29,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,700.0 Block of KIRKWOOD AV,POINT(37.7291887038221 -122.374037219774)
146170206,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,CHESTNUT ST / PIERCE ST,POINT(37.800402493391 -122.439504944797)
140703526,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,MISSION,"ARREST, CITED",19TH ST / MISSION ST,POINT(37.7602340753902 -122.419208249507)
140653062,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,PARK,"ARREST, CITED",3RD AV / IRVING ST,POINT(37.7643168590161 -122.459888000986)
140681502,LARCENY_THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,2014-12-29,MISSION,NONE,19TH ST / DIAMOND ST,POINT(37.7591567280622 -122.437040666891)
140641249,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,600.0 Block of JOOST AV,POINT(37.7324309148474 -122.450253753841)
140806142,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",2014-12-29,CENTRAL,"ARREST, BOOKED",1300.0 Block of STOCKTON ST,POINT(37.7980573504946 -122.408665533952)
140808615,MISSING_PERSON,FOUND PERSON,2014-12-29,INGLESIDE,LOCATED,500.0 Block of CORDOVA ST,POINT(37.7090888057026 -122.434443688375)
140770478,DRUG_NARCOTIC,POSSESSION OF METH-AMPHETAMINE,2014-12-29,BAYVIEW,"ARREST, BOOKED",800.0 Block of CHINABASIN ST,POINT(37.7648169641336 -122.387276098006)
146162930,NON_CRIMINAL,LOST PROPERTY,2014-12-29,CENTRAL,NONE,400.0 Block of MASON ST,POINT(37.7872357017072 -122.409851224319)
140643370,OTHER_OFFENSES,PROBATION VIOLATION,2014-12-29,MISSION,"ARREST, BOOKED",400.0 Block of VALENCIA ST,POINT(37.7649325719341 -122.421845499839)
140694442,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,300.0 Block of WINDING WY,POINT(37.7091880549762 -122.437318300875)
140740910,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",2014-12-29,SOUTHERN,NONE,300.0 Block of MISSION ST,POINT(37.7908234502204 -122.396293145223)
140780251,SUSPICIOUS_OCC,SUSPICIOUS PERSON,2014-12-29,RICHMOND,NONE,FULTON ST / 18TH AV,POINT(37.7729116107511 -122.476694618875)
140713127,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,TARAVAL,"ARREST, CITED",DARIEN WY / SANBENITO WY,POINT(37.731787974771 -122.466943643203)
140662944,WEAPON_LAWS,POSS OF PROHIBITED WEAPON,2014-12-29,CENTRAL,NOT PROSECUTED,100.0 Block of DRUMM ST,POINT(37.7945995681894 -122.396548334649)
140808273,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",2014-12-29,BAYVIEW,NONE,1300.0 Block of NEWHALL ST,POINT(37.7361738147395 -122.391701934982)
140641625,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,INGLESIDE,PSYCHOPATHIC CASE,0.0 Block of QUARTZ WY,POINT(37.7457321087504 -122.445426263747)
140756036,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,TENDERLOIN,NONE,OFARRELL ST / TAYLOR ST,POINT(37.7859963050773 -122.411328369311)
146173385,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,CENTRAL,NONE,GEARY ST / MASON ST,POINT(37.7871488080087 -122.409876622532)
140789758,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,SOUTHERN,"ARREST, BOOKED",700.0 Block of MISSION ST,POINT(37.7846237669087 -122.403890223654)
140643853,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",2014-12-29,NORTHERN,NONE,2000.0 Block of UNION ST,POINT(37.7973009314866 -122.433559493281)
140788277,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,INGLESIDE,"ARREST, CITED",CRESCENT AV / MURRAY ST,POINT(37.7350583856761 -122.420225213469)
146197868,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,100.0 Block of BERRY ST,POINT(37.776035418471 -122.39298436048)
140642338,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,CENTRAL,PSYCHOPATHIC CASE,1200.0 Block of GREENWICH ST,POINT(37.8011206306021 -122.419862297459)
140796775,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",2014-12-29,PARK,NONE,500.0 Block of BRODERICK ST,POINT(37.7747876202174 -122.439611427611)
140801120,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,2014-12-29,SOUTHERN,"ARREST, BOOKED",MISSION ST / 6TH ST,POINT(37.780970672235 -122.408710606663)
140732246,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,NORTHERN,"ARREST, CITED",TURK ST / WEBSTER ST,POINT(37.7807160085286 -122.430424955334)
140775848,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,BAYVIEW,"ARREST, BOOKED",3RD ST / NEWCOMB AV,POINT(37.7355926106158 -122.390416955474)
140826441,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,"ARREST, BOOKED",MANGELS AV / CONGO ST,POINT(37.7330972312904 -122.442002627455)
140810262,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,INGLESIDE,"ARREST, CITED",RUSSIA AV / DUBLIN ST,POINT(37.7169981039896 -122.427573696541)
140771880,DRUG_NARCOTIC,SALE OF CONTROLLED SUBSTANCE,2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
146183049,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,CENTRAL,NONE,1300.0 Block of SANSOME ST,POINT(37.802674060799 -122.403119782814)
140675323,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,BAYVIEW,"ARREST, BOOKED",100.0 Block of VENUS ST,POINT(37.7307196338138 -122.398032867887)
140737638,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,BAYVIEW,"ARREST, CITED",INGALLS ST / UNDERWOOD AV,POINT(37.7266056794628 -122.386242331345)
146160655,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,INGLESIDE,NONE,1100.0 Block of GENEVA AV,POINT(37.7143343847977 -122.436539977943)
140725611,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,SOUTHERN,NONE,MARKET ST / 3RD ST,POINT(37.7876430502097 -122.403434086745)
140731925,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,NORTHERN,NONE,OLIVE ST / VANNESS AV,POINT(37.7842937803273 -122.421096796936)
140675630,OTHER_OFFENSES,POSSESSION OF BURGLARY TOOLS,2014-12-29,CENTRAL,"ARREST, BOOKED",200.0 Block of POST ST,POINT(37.7886851628813 -122.405559943689)
146167695,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,0.0 Block of CLEMENTINA ST,POINT(37.783135936076 -122.459376938349)
140703651,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",2014-12-29,CENTRAL,NONE,500.0 Block of PACIFIC AV,POINT(37.797183208655 -122.404850243821)
