INCIDENTID,CATEGORY,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140727849,ASSAULT,INFLICT INJURY ON COHABITEE,29-08-2014,NORTHERN,"ARREST, BOOKED",0.0 Block of INCA LN,POINT(-122.428817517163 37.7830004201938)
140776216,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,14-09-2014,MISSION,"ARREST, BOOKED",3200.0 Block of 18TH ST,POINT(-122.415634269976 37.7621714111421)
140777703,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",15-09-2014,MISSION,NONE,100.0 Block of PORTOLA DR,POINT(-122.443509110825 37.7491462682422)
140718274,ASSAULT,BATTERY,26-08-2014,NORTHERN,NONE,VANNESS AV / POST ST,POINT(-122.421572274151 37.7866181601295)
146179753,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",01-09-2014,TARAVAL,NONE,KIRKHAM ST / 8TH AV,POINT(-122.486511077694 37.7594046037455)
140803518,LARCENY THEFT,GRAND THEFT PICKPOCKET,23-09-2014,TARAVAL,NONE,0.0 Block of YERBABUENA AV,POINT(-122.463733506368 37.737479030583)
140682102,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,14-08-2014,INGLESIDE,NONE,200.0 Block of VIENNA ST,POINT(-122.427178741628 37.7250102686261)
140709966,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,23-08-2014,CENTRAL,NONE,2300.0 Block of POWELL ST,POINT(-122.4120917055 37.8062948117993)
140743500,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",03-09-2014,TARAVAL,PSYCHOPATHIC CASE,2900.0 Block of VICENTE ST,POINT(-122.49813132085 37.7384326696084)
140722388,LARCENY THEFT,GRAND THEFT FROM PERSON,27-08-2014,CENTRAL,NONE,1600.0 Block of THE EMBARCADERONORTH ST,POINT(-122.404864532748 37.8064164582386)
140723223,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,28-08-2014,CENTRAL,NONE,200.0 Block of COLUMBUS AV,POINT(-122.405933896114 37.7972073849134)
140763194,OTHER OFFENSES,PROBATION VIOLATION,10-09-2014,BAYVIEW,"ARREST, BOOKED",0.0 Block of CAMERON WY,POINT(-122.385763628342 37.7200949927175)
140708087,NON CRIMINAL,LOST PROPERTY,22-08-2014,CENTRAL,NONE,700.0 Block of VALLEJO ST,POINT(-122.409635572516 37.7985044620273)
140658614,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",07-08-2014,MISSION,"ARREST, CITED",MISSION ST / 15TH ST,POINT(-122.419827929961 37.7666737552132)
140775365,ASSAULT,BATTERY,14-09-2014,BAYVIEW,"ARREST, CITED",400.0 Block of RHODEISLAND ST,POINT(-122.402545811717 37.764126917476)
140734054,NON CRIMINAL,FOUND PROPERTY,31-08-2014,RICHMOND,NONE,8TH AV / CABRILLO ST,POINT(-122.466018767964 37.7752712189114)
140732434,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",31-08-2014,BAYVIEW,NONE,3RD ST / PALOU AV,POINT(-122.390971734551 37.7340152181019)
146170977,LARCENY THEFT,PETTY THEFT OF PROPERTY,22-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140817484,LARCENY THEFT,PETTY THEFT OF PROPERTY,27-09-2014,CENTRAL,NONE,400.0 Block of VALLEJO ST,POINT(-122.405191904092 37.799137851125)
146191252,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,15-09-2014,RICHMOND,NONE,300.0 Block of 10TH AV,POINT(-122.468790492945 37.7820200259492)
146188867,NON CRIMINAL,LOST PROPERTY,29-08-2014,CENTRAL,NONE,100.0 Block of BROADWAY ST,POINT(-122.399900016663 37.7987600795424)
146199165,LARCENY THEFT,PETTY THEFT OF PROPERTY,27-09-2014,CENTRAL,NONE,GEARY ST / STOCKTON ST,POINT(-122.406592269796 37.7875673013351)
140822580,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",29-09-2014,RICHMOND,NONE,700.0 Block of 10TH AV,POINT(-122.46810419827 37.7738483639653)
146170751,FRAUD,"FORGERY, CREDIT CARD",08-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140789037,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",19-09-2014,NORTHERN,NONE,LARKIN ST / SUTTER ST,POINT(-122.418467747931 37.7879652570093)
140759864,WARRANTS,WARRANT ARREST,09-09-2014,TENDERLOIN,"ARREST, BOOKED",200.0 Block of GOLDEN GATE AV,POINT(-122.414681612128 37.7817928824746)
140655353,MISSING PERSON,MISSING ADULT,06-08-2014,NORTHERN,LOCATED,600.0 Block of LAGUNA ST,POINT(-122.426271293482 37.7767025606671)
140744489,MISSING PERSON,FOUND PERSON,30-08-2014,MISSION,NONE,300.0 Block of SHOTWELL ST,POINT(-122.416168070213 37.7634230809367)
140753139,OTHER OFFENSES,TRAFFIC VIOLATION,07-09-2014,INGLESIDE,"ARREST, BOOKED",GENEVA AV / PRAGUE ST,POINT(-122.431928011089 37.7127678848506)
140675210,VEHICLE THEFT,STOLEN AUTOMOBILE,12-08-2014,BAYVIEW,NONE,HOLYOKE ST / WAYLAND ST,POINT(-122.408044610532 37.7251420755194)
140784902,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,17-09-2014,TENDERLOIN,"ARREST, BOOKED",400.0 Block of ELLIS ST,POINT(-122.413454836472 37.7847471658113)
140674795,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,12-08-2014,CENTRAL,NONE,300.0 Block of BATTERY ST,POINT(-122.400108444834 37.7945998927577)
146169845,NON CRIMINAL,LOST PROPERTY,20-08-2014,SOUTHERN,NONE,800.0 Block of MARKET ST,POINT(-122.407036790381 37.7847532835996)
146176107,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,29-08-2014,SOUTHERN,NONE,HOWARD ST / RUSS ST,POINT(-122.408275664977 37.7788598479768)
140825960,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,30-09-2014,MISSION,"ARREST, CITED",19TH ST / FOLSOM ST,POINT(-122.414845139206 37.7605000726292)
140709637,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,23-08-2014,BAYVIEW,"ARREST, BOOKED",300.0 Block of WILLIAMS AV,POINT(-122.399382667574 37.7301908428576)
146191440,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,17-09-2014,NORTHERN,NONE,500.0 Block of HAIGHT ST,POINT(-122.430559857547 37.7719800069799)
146193173,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,21-09-2014,NORTHERN,NONE,LARCH ST / VANNESS AV,POINT(-122.420733535596 37.7824263044802)
140820493,BURGLARY,"BURGLARY, FORCIBLE ENTRY",26-09-2014,SOUTHERN,NONE,600.0 Block of MARKET ST,POINT(-122.402802922316 37.7881870218037)
140790454,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",19-09-2014,SOUTHERN,"ARREST, CITED",1200.0 Block of MISSION ST,POINT(-122.413797599096 37.7769073983537)
140740556,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,03-09-2014,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,POINT(-122.412970537591 37.7857883767184)
140808706,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",23-09-2014,NORTHERN,NONE,1700.0 Block of CALIFORNIA ST,POINT(-122.422361788437 37.7903990090899)
140734480,OTHER OFFENSES,RESISTING ARREST,01-09-2014,NORTHERN,NONE,1600.0 Block of NORTHPOINT ST,POINT(-122.434059843576 37.803853629886)
140813642,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,25-09-2014,INGLESIDE,NONE,0.0 Block of BYRON CT,POINT(-122.444857754383 37.7093423399115)
146157696,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,05-08-2014,SOUTHERN,NONE,500.0 Block of BRYANT ST,POINT(-122.396420985122 37.7809131118067)
140760708,LARCENY THEFT,GRAND THEFT FROM PERSON,09-09-2014,SOUTHERN,NONE,800.0 Block of MISSION ST,POINT(-122.406003544773 37.7829542763014)
140760946,LARCENY THEFT,PETTY THEFT SHOPLIFTING,09-09-2014,TENDERLOIN,"ARREST, CITED",0.0 Block of STOCKTON ST,POINT(-122.405878455822 37.7857422667796)
140679397,NON CRIMINAL,LOST PROPERTY,14-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403675173997 37.7751775060495)
140816919,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",27-09-2014,INGLESIDE,NONE,1900.0 Block of SUNNYDALE AV,POINT(-122.421163966093 37.7131913070766)
146163831,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,10-08-2014,CENTRAL,NONE,BATTERY ST / GREENWICH ST,POINT(-122.401985216772 37.8032385803198)
140718525,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",26-08-2014,PARK,"ARREST, BOOKED",1700.0 Block of FULTON ST,POINT(-122.446440659166 37.7757717531951)
140652070,LARCENY THEFT,GRAND THEFT FROM A BUILDING,05-08-2014,TENDERLOIN,NONE,100.0 Block of POWELL ST,POINT(-122.408009243732 37.7860451217784)
140757169,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,08-09-2014,MISSION,"ARREST, BOOKED",CAPP ST / 18TH ST,POINT(-122.418272166422 37.7619029613318)
140823754,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",01-08-2014,NORTHERN,NONE,900.0 Block of GEARY ST,POINT(-122.418240046102 37.7860480047047)
140686687,NON CRIMINAL,FOUND PROPERTY,16-08-2014,NORTHERN,NONE,1600.0 Block of OCTAVIA ST,POINT(-122.426629588141 37.7869446300425)
140697941,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",20-08-2014,INGLESIDE,"ARREST, CITED",PERSIA AV / PARIS ST,POINT(-122.434408490493 37.7223827081755)
140796656,VEHICLE THEFT,STOLEN AUTOMOBILE,20-09-2014,CENTRAL,NONE,LARKIN ST / SUTTER ST,POINT(-122.418467747931 37.7879652570093)
140814703,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,27-09-2014,BAYVIEW,"ARREST, BOOKED",INGALLS ST / THOMAS AV,POINT(-122.385684144722 37.7272326718855)
140700823,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",21-08-2014,MISSION,NONE,2400.0 Block of 17TH ST,POINT(-122.407692517439 37.7643617259089)
140740211,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,02-09-2014,TARAVAL,"ARREST, BOOKED",2200.0 Block of 14TH AV,POINT(-122.470337738487 37.7453358809404)
146177315,LARCENY THEFT,PETTY THEFT OF PROPERTY,29-08-2014,CENTRAL,NONE,MONTGOMERY ST / PINE ST,POINT(-122.402573952339 37.7918981439179)
140666388,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,09-08-2014,NORTHERN,NONE,PACIFIC AV / FRANKLIN ST,POINT(-122.424873688619 37.7946072650348)
146195094,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,22-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140707136,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,22-08-2014,INGLESIDE,NONE,STILL ST / LYELL ST,POINT(-122.431685672916 37.7316516314651)
146154313,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,05-08-2014,PARK,NONE,2600.0 Block of GEARY BL,POINT(-122.447204009307 37.7823643134787)
140814117,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",26-09-2014,INGLESIDE,PSYCHOPATHIC CASE,4500.0 Block of MISSION ST,POINT(-122.433807036999 37.7257836338118)
140746457,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,04-09-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140728740,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",30-08-2014,CENTRAL,"ARREST, CITED",THE EMBARCADERONORTH ST / BROADWAY ST,POINT(-122.397391852808 37.7990658806759)
140719341,WEAPON LAWS,LOITERING WHILE CARRYING CONCEALED WEAPON,26-08-2014,MISSION,"ARREST, BOOKED",1300.0 Block of NATOMA ST,POINT(-122.418579152821 37.7671372282437)
140796537,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,21-09-2014,NORTHERN,UNFOUNDED,1000.0 Block of TURK ST,POINT(-122.425729426304 37.7812715587885)
140792228,ROBBERY,"ROBBERY, ARMED WITH A GUN",20-09-2014,BAYVIEW,NONE,3RD ST / MEADE AV,POINT(-122.397982846671 37.7181790803962)
140681659,MISSING PERSON,MISSING ADULT,14-08-2014,TARAVAL,LOCATED,600.0 Block of HOLLOWAY AV,POINT(-122.459450044432 37.7219474097941)
140666065,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",10-08-2014,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140813874,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,26-09-2014,NORTHERN,"ARREST, BOOKED",9TH ST / MARKET ST,POINT(-122.416293820935 37.7774936777647)
146171022,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,21-08-2014,SOUTHERN,NONE,SPEAR ST / FOLSOM ST,POINT(-122.390976572154 37.7900712300995)
140812359,WARRANTS,WARRANT ARREST,26-09-2014,SOUTHERN,"ARREST, BOOKED",ELLIS ST / MARKET ST,POINT(-122.405832474482 37.7857446545905)
146180700,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,01-09-2014,SOUTHERN,NONE,HOWARD ST / 7TH ST,POINT(-122.409391574893 37.7779765038296)
140668475,FORGERY COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",10-08-2014,SOUTHERN,NONE,MISSION ST / 6TH ST,POINT(-122.408710606663 37.780970672235)
140783813,ASSAULT,INFLICT INJURY ON COHABITEE,17-09-2014,INGLESIDE,"ARREST, BOOKED",500.0 Block of ALEMANY BL,POINT(-122.41650318599 37.7323558434533)
140767475,DRUG NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,11-09-2014,SOUTHERN,"ARREST, BOOKED",6TH ST / MARKET ST,POINT(-122.41029351969 37.7822305870333)
140816903,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,27-09-2014,MISSION,"ARREST, BOOKED",1600.0 Block of BRYANT ST,POINT(-122.410502332854 37.76619285228)
140727924,LARCENY THEFT,GRAND THEFT PICKPOCKET,29-08-2014,INGLESIDE,NONE,MISSION ST / 30TH ST,POINT(-122.421970919029 37.7423752245552)
146187574,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,13-09-2014,NORTHERN,NONE,FERN ST / POLK ST,POINT(-122.420211964949 37.7882225424559)
140705099,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",22-08-2014,RICHMOND,"ARREST, CITED",15TH AV / GEARY BL,POINT(-122.473984424285 37.7805743130399)
146170284,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,22-08-2014,PARK,NONE,PIERCE ST / OAK ST,POINT(-122.434111123725 37.7735493015188)
140812763,WARRANTS,WARRANT ARREST,26-09-2014,RICHMOND,"ARREST, BOOKED",800.0 Block of LA PLAYA ST,POINT(-122.509921419837 37.7723096498287)
140787439,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",18-09-2014,SOUTHERN,"ARREST, CITED",4TH ST / TOWNSEND ST,POINT(-122.394985875925 37.777090953432)
140672034,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",12-08-2014,BAYVIEW,"ARREST, CITED",REVERE AV / JENNINGS ST,POINT(-122.386420682522 37.7295447729941)
140751973,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,06-09-2014,PARK,"ARREST, BOOKED",FELL ST / BAKER ST,POINT(-122.440923876434 37.7736351065764)
140815557,ASSAULT,BATTERY,26-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
146158779,LARCENY THEFT,PETTY THEFT OF PROPERTY,04-08-2014,INGLESIDE,NONE,0.0 Block of COLERIDGE ST,POINT(-122.418462449033 37.7454069229283)
140649196,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",04-08-2014,NORTHERN,"ARREST, CITED",TURK ST / LAGUNA ST,POINT(-122.427206305932 37.7811175256673)
140639078,ASSAULT,BATTERY OF A POLICE OFFICER,01-08-2014,SOUTHERN,"ARREST, CITED",MARKET ST / 11TH ST,POINT(-122.418698328939 37.7755894130348)
140754494,DRUG NARCOTIC,SALE OF METH-AMPHETAMINE,07-09-2014,TENDERLOIN,"ARREST, BOOKED",100.0 Block of TAYLOR ST,POINT(-122.410763183048 37.7833988600605)
140674353,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,12-08-2014,BAYVIEW,NONE,700.0 Block of 22ND ST,POINT(-122.388612081731 37.7579553045814)
140719830,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,27-08-2014,MISSION,"ARREST, BOOKED",500.0 Block of SOUTH VAN NESS AV,POINT(-122.41743773895 37.7650961893241)
146156159,LARCENY THEFT,PETTY THEFT OF PROPERTY,05-08-2014,CENTRAL,NONE,600.0 Block of BROADWAY ST,POINT(-122.407335209741 37.7978179470091)
140747405,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,05-09-2014,MISSION,"ARREST, CITED",2400.0 Block of 22ND ST,POINT(-122.405344446579 37.7569492392073)
140815256,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,27-09-2014,TARAVAL,NONE,1200.0 Block of 35TH AV,POINT(-122.505024167956 37.7634778510116)
140748776,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,04-09-2014,NORTHERN,NONE,600.0 Block of EDDY ST,POINT(-122.418706597808 37.7831945685469)
140688683,LARCENY THEFT,PETTY THEFT OF PROPERTY,16-08-2014,BAYVIEW,NONE,3200.0 Block of 3RD ST,POINT(-122.387249395898 37.7482679740561)
140765861,NON CRIMINAL,AIDED CASE,11-09-2014,SOUTHERN,NONE,1000.0 Block of HARRISON ST,POINT(-122.404648313738 37.7768655471233)
140794638,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,20-09-2014,INGLESIDE,"ARREST, BOOKED",100.0 Block of BLYTHDALE AV,POINT(-122.419241742567 37.7107598348396)
146164691,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,16-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140689891,WARRANTS,WARRANT ARREST,17-08-2014,MISSION,"ARREST, BOOKED",200.0 Block of UTAH ST,POINT(-122.406620280352 37.7660915727615)
146191547,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,18-09-2014,NORTHERN,NONE,2000.0 Block of SACRAMENTO ST,POINT(-122.426702668347 37.7907267850004)
140767845,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",11-09-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of MARKET ST,POINT(-122.407413528628 37.7845520146423)
140797212,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,21-09-2014,MISSION,"ARREST, BOOKED",2000.0 Block of MISSION ST,POINT(-122.419640488569 37.7642858666276)
146165520,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,15-08-2014,CENTRAL,NONE,200.0 Block of THE EMBARCADERONORTH ST,POINT(-122.39577346905 37.7969631565248)
140735927,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,01-09-2014,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,POINT(-122.413869632554 37.7818621883318)
140640774,LARCENY THEFT,GRAND THEFT FROM PERSON,02-08-2014,MISSION,NONE,600.0 Block of VALENCIA ST,POINT(-122.421611776139 37.7624800102319)
140681013,LARCENY THEFT,PETTY THEFT SHOPLIFTING,14-08-2014,SOUTHERN,NONE,600.0 Block of MARKET ST,POINT(-122.403301073486 37.7877947679592)
140645508,NON CRIMINAL,FOUND PROPERTY,03-08-2014,CENTRAL,NONE,300.0 Block of CALIFORNIA ST,POINT(-122.400646814793 37.7930096677661)
146197169,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,20-09-2014,SOUTHERN,NONE,11TH ST / HARRISON ST,POINT(-122.41248326348 37.7706305911072)
140651000,OTHER OFFENSES,TAMPERING WITH A VEHICLE,05-08-2014,MISSION,NONE,1000.0 Block of POTRERO AV,POINT(-122.406656623063 37.7568256145719)
140649005,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",04-08-2014,SOUTHERN,"ARREST, CITED",MARKET ST / 4TH ST,POINT(-122.405832474482 37.7857446545905)
140753991,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,06-09-2014,INGLESIDE,NONE,100.0 Block of GLADSTONE DR,POINT(-122.422645742541 37.7292214902914)
140672250,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",11-08-2014,RICHMOND,NONE,500.0 Block of 47TH AV,POINT(-122.462035928848 37.7790445261261)
140678383,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,14-08-2014,RICHMOND,"ARREST, BOOKED",2800.0 Block of FULTON ST,POINT(-122.461961057866 37.773961991051)
146186134,LARCENY THEFT,GRAND THEFT OF PROPERTY,11-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
146177092,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",19-08-2014,CENTRAL,NONE,700.0 Block of SUTTER ST,POINT(-122.412806046171 37.7885802138341)
140678559,ASSAULT,BATTERY,13-08-2014,TENDERLOIN,NONE,ELLIS ST / LEAVENWORTH ST,POINT(-122.414433155063 37.7846576329552)
146158008,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,07-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
146151529,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,01-08-2014,NORTHERN,NONE,PIERCE ST / CHESTNUT ST,POINT(-122.439504944797 37.800402493391)
140670931,WARRANTS,WARRANT ARREST,11-08-2014,SOUTHERN,"ARREST, BOOKED",1100.0 Block of HOWARD ST,POINT(-122.411453263837 37.7763916862713)
146202138,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,29-09-2014,NORTHERN,NONE,500.0 Block of FILLMORE ST,POINT(-122.430862667658 37.7743588615704)
140821598,LARCENY THEFT,GRAND THEFT BICYCLE,26-09-2014,MISSION,NONE,2000.0 Block of HARRISON ST,POINT(-122.412916410809 37.7647626530774)
140781679,MISSING PERSON,FOUND PERSON,16-09-2014,INGLESIDE,PSYCHOPATHIC CASE,TRUMBULL ST / MISSION ST,POINT(-122.429306728376 37.7307429169856)
140755179,KIDNAPPING,FALSE IMPRISONMENT,07-09-2014,BAYVIEW,NONE,0.0 Block of NORTHRIDGE RD,POINT(-122.374383692342 37.7302882811988)
146201992,LARCENY THEFT,PETTY THEFT OF PROPERTY,28-09-2014,CENTRAL,NONE,700.0 Block of THE EMBARCADERONORTH ST,POINT(-122.398795834147 37.8008951089018)
146187853,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,14-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140707459,LARCENY THEFT,PETTY THEFT FROM A BUILDING,06-08-2014,MISSION,NONE,2000.0 Block of MARKET ST,POINT(-122.426893114012 37.7691618402243)
140662552,MISSING PERSON,MISSING JUVENILE,09-08-2014,BAYVIEW,LOCATED,1400.0 Block of PHELPS ST,POINT(-122.394419029727 37.7364325374899)
140748061,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,05-09-2014,BAYVIEW,"ARREST, BOOKED",4600.0 Block of 3RD ST,POINT(-122.390372187902 37.735595886125)
140711808,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",24-08-2014,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140818244,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,28-09-2014,SOUTHERN,"ARREST, CITED",0.0 Block of UNITEDNATIONS PZ,POINT(-122.414965642852 37.7798171172036)
140822063,OTHER OFFENSES,PROBATION VIOLATION,29-09-2014,INGLESIDE,"ARREST, BOOKED",ALEMANY BL / CONGDON ST,POINT(-122.426163478168 37.7311679321375)
140816561,VANDALISM,DAMAGE TO FIRE ALARM APPARATUS,27-09-2014,TENDERLOIN,"ARREST, BOOKED",JONES ST / EDDY ST,POINT(-122.412597377187 37.783932027757)
140743271,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",03-09-2014,RICHMOND,"ARREST, CITED",FULTON ST / 4TH AV,POINT(-122.461621881496 37.7738940801093)
140825647,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,30-09-2014,TARAVAL,NONE,3200.0 Block of 20TH AV,POINT(-122.476011600296 37.7290910125835)
140710571,"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,23-08-2014,NORTHERN,"ARREST, BOOKED",800.0 Block of EDDY ST,POINT(-122.421828641798 37.7827993333406)
146154169,LARCENY THEFT,PETTY THEFT OF PROPERTY,02-08-2014,BAYVIEW,NONE,300.0 Block of PRINCETON ST,POINT(-122.415311475892 37.7256447082891)
140782019,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,16-09-2014,CENTRAL,NONE,300.0 Block of GEARY ST,POINT(-122.408248995867 37.7873232775778)
140703736,NON CRIMINAL,FOUND PROPERTY,21-08-2014,RICHMOND,NONE,300.0 Block of 30TH AV,POINT(-122.490168561648 37.7828378454723)
140681574,DRUG NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,15-08-2014,BAYVIEW,"ARREST, BOOKED",1700.0 Block of LASALLE AV,POINT(-122.391045481943 37.7378813506295)
140731420,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",30-08-2014,SOUTHERN,"ARREST, CITED",HARRISON ST / 7TH ST,POINT(-122.406300138733 37.7755131130233)
140767077,DRUG NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,11-09-2014,PARK,"ARREST, BOOKED",1500.0 Block of FELL ST,POINT(-122.442891007443 37.7734931734839)
140661441,OTHER OFFENSES,PAROLE VIOLATION,08-08-2014,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,POINT(-122.414714295579 37.7762310405055)
140766289,LARCENY THEFT,GRAND THEFT FROM PERSON,11-09-2014,TENDERLOIN,NONE,0.0 Block of UNITEDNATIONS PZ,POINT(-122.415103667905 37.7797530606274)
140709433,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",23-08-2014,SOUTHERN,PSYCHOPATHIC CASE,6TH ST / HOWARD ST,POINT(-122.407163046954 37.7797376339287)
140727833,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,29-08-2014,SOUTHERN,"ARREST, BOOKED",STEVENSON ST / 6TH ST,POINT(-122.409696355558 37.7817540589008)
146164889,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,14-08-2014,NORTHERN,NONE,PACIFIC AV / VANNESS AV,POINT(-122.423227151585 37.7948173520327)
